brand,make,year,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive
Opel,Zafira,2017,14700,54890,M,4/5,1,98,1598.0,diesel,1,BL,0,0,VAN,3,F
VW,Passat,2017,23990,38589,A,4/5,1,140,1968.0,diesel,0,VAR,3,0,SW,4,F
Renault,Kangoo,2012,4990,131267,M,4/5,1,49,1461.0,diesel,0,WH,3,0,SW,5,F
BMW,320,2013,9900,223000,M,4/5,0,120,1995.0,diesel,0,BL,4,0,SW,5,F
Citroen,C3,2002,2090,134175,M,4/5,0,54,1360.0,petrol,0,VAR,4,0,HB,3,F
Audi,A3,2009,5799,202807,M,4/5,1,92,1390.0,petrol,0,BL,3,0,HB,4,F
Opel,Astra,2015,9420,64820,M,4/5,0,124,1598.0,petrol,0,GR,0,0,HB,4,F
Opel,Astra,2005,2950,180000,M,4/5,0,66,1398.0,petrol,0,VAR,3,0,HB,4,F
Fiat,Grande Punto,2009,3450,138000,A,4/5,0,57,1388.0,petrol,0,VAR,3,0,HB,4,F
BMW,318,2008,5300,221541,M,4/5,0,105,1995.0,diesel,0,GR,4,0,SW,4,B
BMW,X5,2008,11499,211362,A,4/5,1,154,2993.0,diesel,0,GR,3,0,SW,4,4x4
BMW,Serija 3,2012,7190,210000,M,4/5,1,99,1995.0,diesel,1,GR,3,0,SW,4,F
Ford,Kuga,2015,13000,107340,M,4/5,1,87,1997.0,diesel,0,GR,0,0,SW,6,F
Opel,Agila,2003,1800,140000,M,4/5,0,46,1200.0,petrol,0,VAR,2,0,SDN,3,F
Seat,Leon,2001,1550,251900,M,4/5,0,81,1896.0,diesel,1,VAR,4,0,HB,3,F
Peugeot,407,2007,2690,235000,M,4/5,0,103,1997.0,petrol,0,BL,4,0,SDN,4,F
Fiat,500,2011,5400,119000,M,2/3,1,51,1242.0,petrol,0,VAR,2,0,CP,4,F
Suzuki,SX 4,2013,6990,179080,M,4/5,1,87,1586.0,petrol,1,WH,3,0,HB,5,F
Opel,Zafira,2005,2999,198450,M,4/5,0,88,1910.0,diesel,1,VAR,4,0,VAN,4,F
BMW,320,2006,4100,211580,M,4/5,0,120,1998.0,diesel,0,GR,4,0,SW,4,B
VW,Golf 2,1986,400,181000,M,4/5,0,40,1586.0,diesel,0,WH,0,0,HB,2,F
Peugeot,207,2007,3050,180000,M,4/5,0,80,1600.0,diesel,1,BL,3,0,HB,4,F
BMW,X3,2008,7850,194000,A,4/5,0,130,1995.0,diesel,0,BL,4,0,SUV,4,4x4
Ford,Mondeo,2004,1700,297553,M,4/5,0,85,2000.0,diesel,0,GR,4,0,SW,4,F
VW,up!,2013,6100,45407,M,4/5,1,54,999.0,petrol,0,VAR,3,0,HB,5,F
VW,Polo,2002,1600,160000,M,4/5,0,50,1190.0,petrol,1,VAR,1,0,SDN,3,F
Peugeot,308,2008,3650,100000,M,4/5,0,70,1400.0,petrol,0,GR,2,0,SW,4,F
Ford,S_Max,2011,11500,128690,M,4/5,1,146,2179.0,diesel,1,BL,0,0,VAN,5,F
VW,Golf 4,2002,2250,340000,M,4/5,0,77,1.0,diesel,0,BL,2,0,HB,3,F
Renault,Clio,2013,5190,89925,M,4/5,1,54,1149.0,petrol,1,WH,3,0,SW,4,F
VW,Golf 5,2006,4180,181000,M,4/5,0,77,1896.0,diesel,0,GR,2,0,HB,4,F
Škoda,Felicia,1998,550,160000,M,4/5,0,55,1300.0,LPG,0,VAR,0,0,HB,2,F
VW,Golf 4,2001,3500,244113,M,4/5,0,66,1896.0,diesel,0,VAR,4,0,HB,3,F
BMW,520,1997,1699,305050,M,4/5,0,110,1991.0,LPG,0,GR,4,0,SW,2,B
VW,Polo,2001,1000,163000,M,4/5,0,44,1390.0,petrol,1,VAR,2,0,HB,3,F
VW,Golf 4,2004,2750,202500,M,4/5,0,66,1899.0,diesel,0,BL,3,0,HB,3,F
Fiat,Stilo,2002,850,174,M,2/3,0,76,1596.0,petrol,1,VAR,2,0,CP,4,F
Renault,Twingo,2001,850,260780,M,2/3,0,55,1190.0,petrol,0,BL,0,0,HB,3,F
Honda,CR_V,2004,4300,213000,M,4/5,0,110,1998.0,LPG,0,GR,2,0,SUV,3,4x4
VW,Crafter,2008,13400,187000,M,4/5,1,120,2459.0,diesel,1,GR,3,0,SW,4,F
BMW,520,2006,4999,186750,A,4/5,0,120,1995.0,diesel,1,VAR,4,0,SW,4,B
VW,Passat,2002,200,219000,M,4/5,0,96,1900.0,diesel,0,VAR,4,0,SW,3,F
BMW,520,2006,6299,187450,M,4/5,0,120,1995.0,diesel,0,VAR,4,0,SDN,4,B
VW,Passat,2005,2250,230400,M,4/5,0,96,1896.0,diesel,0,VAR,4,0,SW,4,F
Renault,Kangoo,2007,3400,204000,M,4/5,0,62,1461.0,diesel,1,VAR,2,0,HB,4,F
Peugeot,5008,2015,10200,157800,M,4/5,1,87,1560.0,diesel,1,VAR,0,0,SW,5,F
Renault,Scenic,2004,1200,93000,M,4/5,0,88,1870.0,diesel,1,GR,3,0,VAN,3,F
VW,Golf 4,2001,2500,244500,M,2/3,0,74,1900.0,diesel,0,VAR,2,0,HB,3,F
Zastava,55,1991,620,31000,M,4/5,0,40,1100.0,petrol,1,VAR,0,0,SDN,2,F
Renault,Megane,2012,5890,187197,M,4/5,0,96,1870.0,diesel,0,GR,2,0,SW,5,F
VW,Passat,2011,8290,225000,M,4/5,0,103,1986.0,diesel,1,WH,4,0,SW,4,F
Mazda,2,2003,1900,175000,M,4/5,0,50,1399.0,diesel,0,GR,2,0,HB,3,F
Opel,Astra,2004,2000,144000,M,2/3,0,74,1598.0,petrol,1,BL,0,0,CBR,3,F
Škoda,Fabia,2007,2100,178243,M,4/5,1,51,1422.0,diesel,0,VAR,3,0,SW,4,F
Ford,S_Max,2007,4300,286406,M,4/5,1,92,1753.0,diesel,0,BL,0,0,VAN,4,F
Seat,Ibiza,2003,1900,209500,M,2/3,0,55,1398.0,petrol,0,VAR,2,0,CP,4,F
Renault,Laguna,2007,7600,164189,M,4/5,0,110,1995.0,diesel,0,VAR,4,0,SDN,4,F
Peugeot,308,2008,4450,195000,M,4/5,0,66,1600.0,diesel,0,GR,4,0,HB,4,F
Seat,Ibiza,2010,4490,209047,M,4/5,1,59,1422.0,diesel,0,GR,3,0,HB,4,F
Fiat,Brava,1997,800,200000,M,4/5,0,83,1747.0,diesel,0,VAR,0,0,SDN,3,F
Citroen,C4,2008,3250,165000,M,4/5,0,66,1600.0,diesel,1,VAR,2,0,HB,4,F
Opel,Astra,2001,1300,187000,M,4/5,0,74,1995.0,diesel,0,GR,4,0,HB,3,F
Škoda,Octavia,2009,6990,147217,M,4/5,1,76,1896.0,diesel,1,VAR,0,0,SW,5,F
Opel,Vectra,2002,2150,300650,M,4/5,0,74,2000.0,diesel,1,VAR,2,0,SDN,3,F
Audi,A4,2001,3650,280000,M,4/5,0,96,1900.0,diesel,1,GR,4,0,SDN,3,F
Ford,Transit,2007,5600,310000,M,4/5,0,96,2200.0,diesel,1,GR,3,0,VAN,4,F
Opel,Astra,2005,2500,198000,M,2/3,0,77,1598.0,petrol,1,VAR,4,0,CP,3,F
BMW,316,2002,1850,200000,M,2/3,0,85,1800.0,LPG,1,VAR,2,0,HB,3,B
Audi,A6,2002,5750,260000,M,4/5,0,103,2000.0,diesel,0,GR,4,0,SDN,4,F
Opel,Agila,2005,2300,200000,M,4/5,0,59,1229.0,petrol,0,VAR,2,0,VAN,4,F
VW,Touran,2005,3799,209567,M,4/5,0,103,1968.0,diesel,0,BL,4,0,SW,4,F
VW,Passat,2007,4650,208690,M,4/5,0,103,1986.0,diesel,0,GR,4,0,SW,4,F
Hyundai,Tucson,2004,3399,267000,M,4/5,0,83,2000.0,diesel,1,VAR,2,0,SUV,3,F
Mazda,6,2005,111,219087,M,4/5,1,101,1998.0,diesel,0,VAR,4,0,SW,3,F
Ford,Fiesta,1999,890,230000,M,4/5,0,44,1753.0,diesel,1,VAR,0,0,HB,2,F
Renault,Clio,2016,6199,181000,M,4/5,0,55,1461.0,diesel,0,WH,2,0,HB,5,F
Citroen,AX,1992,200,280000,M,4/5,0,44,1100.0,petrol,0,VAR,0,0,SDN,2,F
Opel,Astra,2004,2700,155000,M,4/5,0,59,1686.0,diesel,1,GR,4,0,SDN,3,F
Renault,Megane,2004,1550,224000,M,2/3,0,88,1870.0,diesel,1,GR,2,0,HB,3,F
Opel,Meriva,2004,2000,190000,M,4/5,0,75,1686.0,diesel,0,VAR,4,0,VAN,4,F
Peugeot,2008,2014,8699,183000,M,4/5,0,84,1560.0,diesel,1,GR,2,0,SUV,5,F
Ford,Fiesta,2006,2550,141839,M,4/5,0,55,1242.0,petrol,0,VAR,2,0,SDN,4,F
BMW,520,2013,19000,209482,A,4/5,0,120,1995.0,diesel,1,GR,4,0,SDN,5,B
Audi,A4,2001,2990,171000,M,4/5,0,96,1896.0,diesel,1,GR,4,0,SDN,3,F
Dacia,Logan,2006,1850,168000,M,4/5,0,48,1461.0,diesel,1,VAR,2,0,SDN,4,F
Fiat,Doblo,2015,6500,116000,M,4/5,0,55,1248.0,diesel,0,WH,2,0,PU,5,F
Opel,Corsa,2015,4499,74000,M,2/3,0,55,1248.0,diesel,1,WH,0,0,PU,5,F
Renault,Megane,2009,4600,192600,M,4/5,0,78,1461.0,diesel,0,GR,4,0,HB,4,F
Audi,200,1984,60,222222,M,4/5,0,100,2119.0,petrol,1,GR,2,1,SDN,1,F
Kia,Spectra,2002,1600,108000,M,4/5,0,81,1793.0,LPG,0,GR,2,0,SDN,3,F
Renault,Clio,2016,6399,183000,M,4/5,0,66,1461.0,diesel,0,WH,2,0,HB,6,F
Renault,Megane,2004,1550,259519,M,4/5,0,88,1870.0,diesel,0,VAR,4,0,SW,3,F
VW,Touran,2009,5500,175000,M,4/5,0,77,1896.0,diesel,1,BL,4,0,VAN,4,F
Alfa Romeo,147,2005,1700,184000,M,4/5,0,88,1598.0,petrol,1,BL,4,0,HB,4,F
Opel,Meriva,2005,2400,161000,M,4/5,0,66,1400.0,petrol,0,BL,4,0,VAN,4,F
Fiat,Punto,1998,800,111111,M,4/5,0,40,1108.0,LPG,1,GR,2,0,HB,3,F
Peugeot,207,2008,3599,192100,M,4/5,0,80,1560.0,diesel,0,VAR,2,0,SW,4,F
Opel,Astra,2014,6999,157000,M,4/5,0,80,1686.0,diesel,0,VAR,2,0,SW,5,F
BMW,520,2008,6990,281000,M,4/5,0,120,1995.0,diesel,0,GR,4,0,SW,4,B
Renault,Grand Scenic,2005,2450,172000,M,4/5,0,88,1870.0,diesel,0,GR,4,0,VAN,3,F
Fiat,Doblo,2016,6500,138000,M,4/5,0,55,1248.0,diesel,0,WH,2,0,PU,5,F
Nissan,Qashqai,2015,11290,151130,M,4/5,0,81,1461.0,diesel,0,WH,4,0,SUV,6,F
Renault,Scenic,2007,2690,142000,M,4/5,0,96,1870.0,diesel,1,BL,4,0,SDN,3,F
Audi,A4,2005,4100,171000,M,4/5,0,81,1896.0,diesel,0,GR,4,0,SW,4,F
Ford,Focus,2002,1750,250000,M,4/5,0,80,1800.0,diesel,0,GR,2,0,SW,3,F
Škoda,Superb,2004,3700,191000,M,4/5,0,110,1798.0,petrol,1,GR,4,0,SDN,3,F
Fiat,Panda,2009,3050,120000,M,4/5,0,55,1298.0,diesel,0,VAR,4,0,HB,5,F
Ford,Fiesta,2010,4700,84000,M,4/5,0,60,1242.0,petrol,1,BL,4,0,SDN,5,F
Opel,Astra,2016,8499,169000,M,4/5,0,80,1598.0,diesel,1,GR,4,0,SW,6,F
Audi,TT,2001,3800,231957,M,2/3,0,132,1800.0,LPG,0,GR,4,0,CP,4,F
Opel,Astra,2003,2200,101000,M,4/5,0,92,1800.0,petrol,0,GR,2,0,SW,3,F
Chevrolet,Cruze,2010,4850,229000,A,4/5,0,110,1991.0,diesel,0,BL,4,0,SDN,4,F
BMW,316,2000,2500,229371,M,4/5,0,77,1900.0,petrol,1,VAR,2,0,CP,1,B
VW,Passat,2003,2650,294000,M,4/5,0,96,1968.0,diesel,1,GR,2,0,SDN,3,F
Mazda,2,2003,2190,106000,M,4/5,0,50,1399.0,diesel,0,VAR,2,0,SDN,3,F
Opel,Corsa,2008,3290,141000,M,4/5,0,59,1229.0,petrol,0,GR,2,0,SDN,4,F
Mazda,626,2000,111,111220,M,4/5,0,55,2000.0,LPG,1,VAR,3,0,SDN,2,F
Renault,Clio,2005,1999,115000,M,4/5,0,43,1149.0,petrol,1,GR,2,0,SDN,4,F
Nissan,Almera,1999,750,290000,M,4/5,0,73,1597.0,LPG,0,VAR,2,0,SDN,2,F
Citroen,C3,2004,2190,132148,M,4/5,0,44,1124.0,petrol,1,GR,2,0,SDN,3,F
Alfa Romeo,GTV,1998,2650,205000,M,2/3,0,107,1745.0,petrol,1,GR,1,0,CP,2,F
Seat,Cordoba,1998,550,24000,M,4/5,0,44,1.0,petrol,0,BL,0,0,SDN,3,F
VW,Passat,1998,1550,276000,M,4/5,0,66,1898.0,diesel,0,VAR,4,0,SW,3,F
BMW,418,2016,15495,172583,M,4/5,0,100,1995.0,diesel,1,VAR,4,0,CP,6,B
VW,Passat,2009,4850,204125,A,4/5,0,103,1968.0,diesel,0,GR,4,0,SW,4,F
VW,Golf 5,2004,4100,270215,M,4/5,0,103,1968.0,diesel,1,VAR,4,0,HB,3,F
Hyundai,Tucson,2015,15499,131824,M,4/5,1,85,1685.0,diesel,1,GR,3,0,SUV,3,4x4
Mercedes,A 180,2006,2599,195921,A,2/3,1,85,1699.0,petrol,0,BL,3,0,VAN,4,F
Opel,Astra,2016,8990,130000,M,4/5,1,81,1598.0,diesel,0,WH,0,0,SW,4,F
Ford,Fiesta,2006,2500,147500,M,4/5,0,55,1400.0,diesel,0,VAR,2,0,HB,4,F
BMW,X3,2006,6499,234382,M,4/5,1,110,1995.0,diesel,1,GR,3,0,SW,4,4x4
Renault,Captur,2014,9000,45000,M,4/5,0,66,1499.0,diesel,1,GR,2,0,HB,5,F
Audi,A4,2003,3200,304947,M,4/5,1,132,2496.0,diesel,0,GR,3,0,SW,4,F
Renault,Scenic,2004,2500,110470,M,4/5,0,88,110470.0,diesel,0,VAR,4,0,HB,4,F
Ford,Fiesta,2008,3690,107810,M,4/5,1,51,1299.0,petrol,1,VAR,0,0,HB,4,F
Mercedes,E 200,2011,9300,202000,A,4/5,0,100,2143.0,diesel,0,WH,4,0,SDN,5,B
Ford,S_Max,2015,14990,102000,A,4/5,1,110,1997.0,diesel,0,VAR,3,0,VAN,4,F
Suzuki,Swift,2008,2980,149275,M,4/5,1,65,1328.0,petrol,0,BL,3,0,HB,4,F
VW,Golf 6,2010,4290,219236,M,4/5,1,76,1197.0,petrol,0,VAR,3,0,VAN,5,F
Audi,Q5,2015,24999,122554,A,4/5,1,184,2967.0,diesel,0,GR,3,0,SUV,5,4x4
Audi,A4,2016,24999,159776,A,4/5,1,140,1968.0,diesel,0,VAR,3,0,SW,4,F
Audi,Q7,2011,19990,199600,A,4/5,1,176,2967.0,diesel,0,GR,0,0,SW,4,4x4
VW,Passat,2016,14999,155614,A,4/5,1,87,1598.0,diesel,0,WH,3,0,SW,4,F
Audi,A4,2014,12990,205000,M,4/5,1,179,2967.0,diesel,0,WH,3,0,SW,5,F
Opel,Zafira,2012,6600,210000,A,4/5,0,121,1998.0,diesel,1,VAR,4,0,VAN,5,F
Nissan,Qashqai,2009,7199,178890,M,4/5,1,110,1995.0,diesel,0,VAR,3,0,SW,4,F
Ford,Escort,1995,650,206000,M,4/5,0,44,1299.0,LPG,0,VAR,1,0,HB,2,F
Peugeot,308,2015,8990,163000,M,4/5,1,110,1997.0,diesel,0,VAR,3,0,SW,4,F
VW,Golf 4,2008,2300,207000,M,4/5,0,74,1898.0,diesel,0,WH,2,0,SW,4,F
Audi,Q5,2013,19750,123957,A,4/5,1,129,1968.0,diesel,1,GR,3,0,SUV,5,4x4
Peugeot,607,2001,2300,237000,M,4/5,0,81,1997.0,diesel,1,VAR,4,0,SDN,3,F
Škoda,Superb,2012,9490,230614,A,4/5,1,103,1968.0,diesel,0,GR,3,0,SW,5,F
VW,Sharan,2001,2600,40000,M,4/5,0,85,1900.0,diesel,0,GR,4,0,VAN,3,F
BMW,Serija 3,2014,11990,161000,M,4/5,1,159,1995.0,diesel,0,VAR,3,0,SW,5,F
Škoda,Fabia,2003,1100,297000,M,4/5,0,47,1198.0,petrol,0,VAR,0,0,SW,3,F
Toyota,Avensis,2011,4999,301154,M,4/5,0,110,2231.0,diesel,1,WH,0,0,SW,4,F
Peugeot,207,2008,2600,221655,M,4/5,1,65,1560.0,diesel,0,GR,0,0,SW,4,F
BMW,Serija 3,2016,14790,163490,M,4/5,1,110,1995.0,diesel,1,WH,3,0,HB,4,F
Audi,A4,2009,7450,211400,M,4/5,0,118,1800.0,petrol,1,VAR,4,0,SW,4,F
Peugeot,407,2005,3650,197156,M,4/5,0,100,1997.0,diesel,0,VAR,4,0,SDN,4,F
Mercedes,E klasa,2001,1990,235700,A,4/5,1,145,3226.0,diesel,1,GR,3,0,SDN,5,F
Peugeot,2008,2014,7500,81049,M,4/5,1,60,1199.0,petrol,0,GR,3,0,SW,5,F
Hyundai,i20,2009,4500,97916,M,4/5,1,57,1248.0,petrol,0,VAR,3,0,HB,4,F
Citroen,C3,2005,2690,65176,M,4/5,1,43,1124.0,petrol,1,VAR,3,0,HB,4,F
VW,Golf 2,1991,530,298000,M,2/3,0,40,1588.0,diesel,0,GR,1,0,CP,2,F
Opel,Corsa,1997,560,200000,M,2/3,0,40,1200.0,LPG,1,VAR,1,0,HB,2,F
MINI,Countryman,2015,13990,157000,M,4/5,1,82,1598.0,diesel,0,VAR,3,0,SUV,5,F
Audi,A4,2003,3400,1,M,4/5,0,86,1900.0,diesel,0,GR,2,0,SW,3,F
Land Rover,Freelander,2003,3900,187223,M,4/5,1,82,1950.0,diesel,0,VAR,3,0,SW,3,4x4
Nissan,Vanette,2000,2500,130000,M,2/3,1,1,1.0,diesel,0,WH,1,0,PU,1,F
Nissan,Juke,2015,7980,41483,M,4/5,1,68,1598.0,petrol,1,VAR,3,0,HB,5,F
Lancia,Musa,2008,2999,64009,M,4/5,1,57,1368.0,petrol,1,VAR,3,0,VAN,4,F
Ford,Transit,1988,1250,200000,M,2/3,0,50,2500.0,diesel,1,GR,0,0,VAN,1,F
Audi,A4,1998,1580,290000,M,4/5,0,110,1781.0,LPG,0,VAR,4,0,SDN,3,F
Peugeot,206,2008,2900,99800,M,4/5,0,50,1480.0,LPG,0,GR,3,0,SDN,3,F
Alfa Romeo,159,2007,5500,250000,M,4/5,0,147,1910.0,diesel,0,GR,4,0,SDN,4,F
Mercedes,CLS 320,2011,19990,116863,A,4/5,1,195,2987.0,diesel,1,GR,0,0,CP,5,F
Peugeot,508,2012,8950,134215,M,4/5,0,103,1997.0,diesel,0,BL,4,0,SDN,5,F
Opel,Astra,2001,1800,186000,M,4/5,0,74,1995.0,diesel,1,BL,2,0,SW,3,F
Renault,Clio,2002,1400,227700,M,2/3,0,43,1198.0,petrol,1,VAR,2,0,HB,3,F
VW,Golf 5,2008,5199,171817,M,4/5,1,90,1390.0,petrol,0,GR,3,0,SW,4,F
BMW,X3,2009,7800,192000,M,4/5,0,130,1995.0,diesel,1,GR,4,0,SUV,4,4x4
Opel,Vectra,1998,1450,220000,M,4/5,0,60,1994.0,diesel,0,GR,1,0,SW,4,F
VW,Passat,2007,5250,236510,M,4/5,1,103,1968.0,diesel,1,BL,0,0,SW,4,F
VW,Golf 3,1997,900,220000,M,2/3,0,55,1800.0,LPG,0,WH,0,0,CP,2,F
Fiat,Fiorino,2009,3760,170000,M,4/5,0,45,1260.0,diesel,0,VAR,1,0,SDN,4,F
Land Rover,Range Rover Evoque,2013,17800,221000,M,4/5,0,110,2179.0,diesel,1,GR,4,0,SUV,4,F
Renault,Laguna,2011,5850,220000,A,4/5,0,127,1995.0,diesel,0,GR,4,0,SW,5,F
Chevrolet,Captiva,2011,7990,218000,A,4/5,0,135,2231.0,diesel,0,BL,4,0,SUV,4,4x4
Fiat,Stilo,2003,1200,229133,M,4/5,0,94,1747.0,petrol,0,WH,2,0,HB,3,F
Audi,A4,2007,6500,210000,M,4/5,0,85,1900.0,diesel,0,GR,4,0,SDN,4,F
Citroen,C3 Picasso,2003,1500,400000,M,4/5,0,66,2000.0,diesel,1,VAR,4,0,HB,3,F
VW,Buba,1973,1100,111111,M,2/3,0,24,1300.0,petrol,0,VAR,0,0,HB,1,B
BMW,520,2014,16890,184000,A,4/5,0,135,1995.0,diesel,0,GR,3,0,SW,6,F
Ford,Focus,2001,1500,226000,M,4/5,0,85,1800.0,petrol,0,VAR,0,0,SW,3,F
Audi,A3,2010,6950,218000,M,4/5,0,66,1598.0,diesel,1,VAR,3,0,HB,5,F
Citroen,C3,2003,2100,192500,M,4/5,0,44,1400.0,diesel,0,VAR,4,0,SDN,3,F
Mercedes,E klasa,1996,1290,235600,M,4/5,1,70,2155.0,diesel,0,WH,3,0,SDN,5,F
Peugeot,306,1999,850,200000,M,4/5,0,51,1900.0,diesel,0,WH,0,0,SDN,2,F
Audi,A4,1995,500,200000,M,4/5,1,75,1600.0,LPG,0,GR,0,0,SDN,3,F
Škoda,Octavia,2008,3800,227000,M,4/5,0,103,1968.0,diesel,1,GR,4,0,SW,4,F
Mazda,3,2005,2850,201000,M,4/5,0,77,1600.0,petrol,0,BL,4,0,HB,4,F
Ford,S_Max,2016,16900,123890,M,4/5,1,110,1997.0,diesel,0,GR,0,0,VAN,4,F
VW,Passat,2006,4950,207000,M,4/5,0,77,1896.0,diesel,0,VAR,2,0,SDN,4,F
Toyota,Yaris,2006,3400,159000,M,4/5,0,66,1364.0,diesel,0,GR,2,0,HB,4,F
Mercedes,C 180,2000,3100,123,M,4/5,0,95,1998.0,petrol,0,VAR,3,0,SW,3,B
Škoda,Superb,2016,16990,102953,A,4/5,1,110,1968.0,diesel,0,GR,3,0,SW,5,F
Alfa Romeo,147,2002,1380,320000,M,4/5,0,85,1900.0,diesel,0,GR,2,0,HB,3,F
BMW,318,2013,12195,168736,M,4/5,0,100,1995.0,diesel,0,VAR,2,0,SDN,6,B
Renault,Clio,2006,2750,137000,M,4/5,0,55,1148.0,petrol,0,VAR,3,0,HB,4,F
Alfa Romeo,156,2003,2150,250000,M,4/5,0,103,1900.0,diesel,1,VAR,4,0,SDN,3,F
Opel,Astra,2015,8950,158175,M,4/5,0,81,1598.0,diesel,1,VAR,4,0,SW,5,F
Peugeot,207,2006,3050,246000,M,4/5,0,50,1398.0,diesel,0,VAR,2,0,HB,4,F
Peugeot,307,2002,1650,256548,M,2/3,0,50,1.0,diesel,0,VAR,1,0,HB,3,F
Škoda,Octavia,2014,11700,163428,M,4/5,1,110,1968.0,diesel,1,WH,0,0,SW,5,F
Mercedes,A 180,2008,3950,182924,M,4/5,0,80,1991.0,diesel,0,VAR,2,0,HB,4,F
Fiat,Croma,1992,650,260000,M,4/5,0,72,1995.0,petrol,1,GR,1,0,SDN,4,F
Audi,A4,2013,9390,197000,M,4/5,1,100,1968.0,diesel,1,BL,4,0,SW,5,F
Peugeot,307,2002,1650,256548,M,2/3,0,50,1.0,diesel,1,VAR,1,0,HB,3,F
Hyundai,ix35,2011,9290,123810,M,4/5,0,85,1685.0,diesel,0,BL,4,0,SUV,5,F
Nissan,Almera,2000,1050,180200,M,2/3,0,66,1500.0,petrol,0,GR,2,0,HB,3,F
Audi,A4,2006,3980,199000,M,4/5,0,85,1896.0,diesel,0,BL,4,0,SW,4,F
Daihatsu,Materia,2008,4150,124784,M,4/5,0,76,1495.0,petrol,0,BL,2,0,HB,4,F
BMW,116,2013,9990,109899,M,4/5,0,85,1598.0,diesel,1,VAR,2,0,HB,5,B
Smart,ForFour,2005,2000,199000,M,4/5,0,50,1493.0,diesel,0,GR,2,0,HB,4,F
Mercedes,C 220,2003,2790,192546,A,4/5,0,105,2148.0,diesel,0,GR,4,0,SDN,3,B
BMW,518,2016,19450,154291,A,4/5,0,100,1995.0,diesel,1,GR,4,0,SDN,6,B
Opel,Vectra,2005,3100,198141,M,4/5,0,111,1900.0,diesel,0,VAR,4,0,SDN,4,F
Opel,Insignia,2011,6400,182000,M,4/5,0,118,1956.0,diesel,1,GR,4,0,SDN,5,F
Škoda,Superb,2005,3500,300000,A,4/5,0,150,2500.0,diesel,0,BL,4,0,SDN,4,F
Renault,Captur,2017,10650,118307,M,4/5,0,66,1461.0,diesel,1,WH,2,0,HB,6,F
Renault,Scenic,2000,1650,248000,M,4/5,0,101,2000.0,LPG,0,GR,4,0,SUV,3,4x4
Škoda,Felicia,1998,850,73000,M,4/5,0,68,1.0,petrol,1,VAR,0,0,HB,2,F
Mercedes,E 220,2013,18555,162039,A,2/3,0,125,2143.0,diesel,0,GR,4,0,CP,6,B
Peugeot,508,2016,10650,143334,M,4/5,0,88,1560.0,diesel,1,GR,4,0,SDN,6,F
Opel,Zafira,2002,3400,207141,M,4/5,0,147,1995.0,petrol,0,VAR,2,0,VAN,3,F
VW,Jetta,2007,4500,235000,M,4/5,0,77,1896.0,diesel,1,VAR,2,0,SDN,4,F
Peugeot,307,2004,2350,180000,M,2/3,0,100,1997.0,petrol,1,BL,4,0,CBR,4,F
Fiat,Grande Punto,2006,2500,108800,M,4/5,0,48,1242.0,petrol,1,GR,2,0,HB,4,F
Daewoo,Nubira,2000,80,280000,M,4/5,0,74,1600.0,petrol,0,VAR,3,0,SW,4,F
VW,Polo,2005,2300,166000,M,4/5,1,47,1198.0,petrol,1,GR,2,0,HB,4,F
Fiat,Idea,2005,2500,215000,M,4/5,0,51,1248.0,diesel,0,VAR,2,0,VAN,3,F
Lada,1200,1976,1999,74000,M,4/5,0,55,1200.0,petrol,0,VAR,0,0,SDN,1,B
Ford,Focus,2001,1800,262000,M,4/5,0,66,1753.0,diesel,1,GR,2,0,HB,3,F
Citroen,C4 Picasso,2015,7999,171000,M,4/5,0,85,1560.0,diesel,0,WH,4,0,VAN,6,F
Citroen,C3,2007,2100,200000,M,4/5,0,50,1389.0,diesel,1,GR,3,0,VAN,5,F
Mercedes,C 270,2004,3290,225000,M,4/5,0,12,2700.0,diesel,0,BL,3,0,SW,4,B
Mercedes,A 170,2004,1850,220000,M,4/5,1,70,1700.0,diesel,1,BL,2,0,HB,4,F
VW,Passat,2003,2800,270000,M,4/5,0,96,1900.0,diesel,0,VAR,4,0,SDN,3,F
Peugeot,307,2002,1850,200000,S,4/5,0,90,1990.0,diesel,0,VAR,3,0,SW,3,F
VW,Passat,2001,1900,327000,M,4/5,0,74,1900.0,diesel,1,VAR,4,0,SW,3,F
Citroen,C4 Picasso,2008,3000,200000,M,4/5,0,80,1560.0,diesel,0,GR,4,0,VAN,4,F
Audi,A4,2003,2400,266000,M,2/3,0,85,1898.0,diesel,0,VAR,4,0,SW,3,F
Mercedes,E 290,1998,10,310000,A,4/5,0,92,2900.0,diesel,1,VAR,2,0,SW,2,F
VW,Passat,2006,3950,289000,A,4/5,0,125,1998.0,diesel,1,VAR,4,0,SW,4,F
Mercedes,GLK 220,2009,11490,174080,A,4/5,0,125,2124.0,diesel,0,BL,4,0,SUV,5,F
VW,Golf 4,2001,2450,238990,M,4/5,0,74,1896.0,diesel,0,GR,2,0,HB,3,F
Lancia,Ypsilon,2005,1900,149946,A,2/3,0,51,1248.0,diesel,0,VAR,4,0,HB,4,F
Seat,Altea XL,2006,3950,239000,M,4/5,0,77,1896.0,diesel,0,BL,4,0,VAN,3,F
Seat,Ibiza,2001,1150,260000,M,2/3,0,44,1390.0,petrol,0,VAR,2,0,HB,3,F
Fiat,Stilo,2003,1600,193000,M,4/5,0,85,1910.0,diesel,1,GR,2,0,SW,3,F
