brand,make,year,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive
Renault,Grand Scenic,2004,2150,203489,M,4/5,0,88,1898.0,diesel,0,GR,2,0,VAN,3,F
Audi,A4,2001,900,300000,M,4/5,0,110,2496.0,diesel,0,VAR,4,0,SW,3,F
Chevrolet,Captiva,2007,4299,178000,M,4/5,0,110,1998.0,diesel,0,GR,4,0,SUV,4,4x4
Ford,Mondeo,2002,1250,223000,M,4/5,0,85,1998.0,diesel,0,GR,4,0,SW,3,F
VW,Passat,2001,1999,240000,M,4/5,0,74,1900.0,diesel,0,VAR,4,0,SW,3,F
Kia,Rio,2001,1120,159400,M,4/5,0,55,1399.0,LPG,0,VAR,2,0,SW,3,F
Audi,A4,2002,4000,219000,M,4/5,0,96,1896.0,diesel,1,VAR,4,0,SDN,3,F
Renault,Scenic,2012,5700,226054,M,4/5,0,81,1461.0,diesel,1,GR,3,0,VAN,5,F
Peugeot,307,2006,2350,312250,M,4/5,0,66,1600.0,diesel,0,WH,2,0,SW,4,F
Ford,Fiesta,2001,980,206950,M,4/5,0,44,1299.0,LPG,1,GR,2,0,HB,3,F
Citroen,C1,2008,2620,150950,M,2/3,1,50,998.0,petrol,0,BL,4,0,SM,4,F
VW,Polo,2002,1100,339025,M,2/3,0,47,1896.0,diesel,1,VAR,0,1,HB,3,F
Peugeot,307,2004,2350,229000,M,4/5,0,66,2000.0,diesel,1,GR,4,0,SW,3,F
Ford,Mondeo,2007,4590,251000,M,4/5,0,100,1998.0,diesel,1,BL,4,0,SW,5,F
Citroen,C2,2004,1800,201500,M,2/3,0,44,1100.0,petrol,0,VAR,3,0,HB,4,F
VW,Golf 6,2009,5650,168000,M,4/5,0,90,1390.0,petrol,1,BL,4,0,SDN,5,F
Citroen,Xsara,2009,2710,100000,M,4/5,1,81,1587.0,petrol,0,GR,4,0,VAN,4,F
BMW,X3,2007,7700,169985,M,4/5,0,130,1995.0,diesel,0,BL,4,0,SUV,4,4x4
Mercedes,B 180,2007,4750,216000,M,4/5,0,80,1992.0,diesel,0,BL,3,0,HB,4,F
Fiat,Brava,1999,880,250000,M,4/5,0,76,1581.0,LPG,0,GR,2,0,SDN,2,F
Fiat,500L,2013,4490,200000,M,4/5,0,70,1248.0,diesel,1,VAR,2,0,HB,5,F
Peugeot,406,2001,1300,250000,M,4/5,0,66,2099.0,diesel,0,GR,4,0,SDN,3,F
Opel,Astra,2001,1450,197500,M,4/5,0,74,1989.0,diesel,0,GR,2,0,SW,3,F
Citroen,C2,2004,1850,142579,M,4/5,1,90,1587.0,petrol,0,BL,4,0,SM,3,F
Citroen,C1,2012,2060,130500,M,4/5,1,50,998.0,petrol,1,WH,4,0,SM,5,F
Dacia,Sandero,2014,5500,80000,M,4/5,0,66,900.0,petrol,0,WH,2,0,HB,5,F
MINI,Countryman,2011,7399,141322,M,4/5,0,90,1599.0,petrol,0,VAR,4,0,SDN,5,F
Citroen,Xsara Picasso,2005,1350,260000,M,4/5,0,70,1600.0,LPG,0,BL,2,0,VAN,4,F
Toyota,Corolla,1990,800,180000,M,4/5,0,53,1295.0,petrol,0,GR,0,0,SDN,1,F
Renault,Scenic,2001,899,288000,M,4/5,0,75,1900.0,diesel,1,GR,2,0,SDN,2,F
Fiat,Punto,2002,1070,179856,M,4/5,0,63,1900.0,diesel,0,GR,3,0,HB,3,F
Suzuki,Swift,2000,780,191000,M,2/3,0,50,1298.0,petrol,0,VAR,2,0,HB,3,F
Peugeot,607,2003,2700,230113,M,4/5,0,100,2200.0,diesel,1,VAR,4,0,SDN,5,F
Ford,Focus,2007,2750,193000,M,4/5,0,85,1798.0,diesel,1,GR,4,0,HB,4,F
Peugeot,308,2008,2950,244320,M,2/3,0,80,1560.0,diesel,1,GR,4,0,HB,4,F
VW,Passat,2008,5450,232000,A,4/5,0,103,1968.0,diesel,0,VAR,4,0,SDN,5,F
Opel,Zafira,2003,2100,167437,M,4/5,0,74,1995.0,diesel,1,VAR,2,0,VAN,3,F
Audi,A4,2000,2400,290000,M,4/5,0,85,1896.0,diesel,0,VAR,4,0,SW,3,F
Renault,Megane,2008,2650,239000,M,4/5,0,96,1870.0,diesel,0,VAR,2,0,SW,4,F
Alfa Romeo,147,2002,1350,190000,M,4/5,0,85,1900.0,diesel,1,VAR,2,0,HB,3,F
Škoda,Superb,2009,7000,194414,M,4/5,0,103,1968.0,diesel,1,GR,4,0,SDN,5,F
Ford,Mondeo,2012,5500,147438,M,4/5,0,120,1998.0,diesel,1,VAR,4,0,SW,5,F
Audi,A4,2007,5700,237000,M,4/5,0,100,1998.0,diesel,0,BL,4,0,SDN,4,F
Fiat,Punto,2010,1900,183000,M,4/5,0,51,1248.0,LPG,0,WH,2,0,PU,4,F
VW,Golf 4,2001,1690,132700,M,4/5,0,55,1390.0,petrol,0,VAR,0,0,HB,3,F
Ford,Fiesta,1999,890,230000,M,4/5,0,44,1753.0,diesel,0,VAR,0,0,HB,2,F
Audi,A4,2004,3499,219120,M,4/5,0,96,1900.0,diesel,1,VAR,4,0,SW,3,F
Fiat,Panda,2008,4450,170000,M,4/5,0,51,1248.0,diesel,0,VAR,2,0,HB,4,4x4
Yugo,45,1991,350,90000,M,2/3,0,37,900.0,petrol,0,VAR,0,0,HB,2,F
Citroen,C5,2006,1860,203000,A,4/5,1,100,1997.0,diesel,0,GR,4,0,SDN,4,F
Citroen,C4,2008,2340,127940,M,4/5,1,65,1360.0,petrol,0,GR,4,0,SDN,4,F
BMW,320,2002,2200,191900,M,4/5,0,110,1995.0,diesel,0,VAR,3,0,SW,3,B
Opel,Astra,2004,2250,129000,M,4/5,0,74,1598.0,petrol,0,GR,2,0,HB,3,F
BMW,320,2001,2450,218832,M,4/5,0,100,2.0,diesel,1,GR,4,0,SDN,3,B
Saab,9_3,2005,2390,208000,M,4/5,0,120,1897.0,diesel,0,BL,4,0,SDN,3,F
Peugeot,5008,2011,7380,135780,A,4/5,1,120,1997.0,diesel,0,GR,4,0,VAN,5,F
Peugeot,5008,2011,7290,113000,M,4/5,1,115,1598.0,petrol,0,VAR,4,0,VAN,5,F
Peugeot,5008,2012,7945,90916,M,4/5,1,88,1598.0,petrol,0,WH,4,0,VAN,5,F
Citroen,C3,2004,1580,94000,M,4/5,1,54,1360.0,petrol,0,BL,4,0,SM,4,F
BMW,520,2015,13070,167000,A,4/5,1,140,1995.0,diesel,1,GR,4,0,SW,6,B
Peugeot,308,2008,4110,166000,M,4/5,1,100,1997.0,diesel,1,GR,4,0,SDN,4,F
Citroen,C4,2008,1500,196000,M,4/5,1,81,1560.0,diesel,0,BL,4,0,SDN,4,F
Ford,Fiesta,2007,1260,251000,M,4/5,1,59,1388.0,petrol,0,VAR,4,0,SM,4,F
Mazda,2,2009,3370,146650,M,4/5,1,63,1349.0,petrol,0,GR,4,0,SM,4,F
VW,Polo,2008,2900,199000,M,4/5,1,59,1390.0,petrol,1,BL,4,0,SM,4,F
Volvo,C30,2007,5800,146000,A,2/3,1,132,2400.0,diesel,1,VAR,4,0,SDN,4,F
Peugeot,308,2008,4490,117000,M,4/5,1,70,1397.0,petrol,1,BL,4,0,SDN,4,F
Ford,Fiesta,2005,940,234500,M,4/5,1,110,1999.0,petrol,1,WH,2,0,SM,4,F
Volvo,C30,2007,5140,161990,M,4/5,1,162,2521.0,petrol,0,BL,4,0,SDN,4,F
Seat,Altea XL,2012,4490,100000,M,4/5,1,92,1390.0,petrol,0,GR,4,0,VAN,5,F
Peugeot,308,2010,3650,139013,M,4/5,1,88,1598.0,petrol,0,GR,4,0,SDN,5,F
Škoda,Octavia,2012,5890,280000,A,4/5,1,125,1968.0,diesel,1,GR,4,0,SW,5,F
Kia,Rio,2007,3640,71000,M,4/5,1,71,1399.0,petrol,0,VAR,4,0,SM,4,F
Nissan,Qashqai,2010,7430,146000,A,4/5,1,104,1997.0,petrol,0,GR,4,0,SUV,4,4x4
Nissan,X_Trail,2015,14200,75622,A,4/5,1,96,1598.0,diesel,0,GR,4,0,SUV,5,4x4
VW,Polo,2008,3650,167300,M,4/5,1,51,1422.0,diesel,0,BL,4,0,SM,4,F
Mazda,6,2007,3730,113900,A,4/5,1,108,1999.0,petrol,1,VAR,4,0,SDN,4,F
Volvo,C30,2007,5560,81500,M,2/3,1,92,1798.0,petrol,0,BL,4,0,SDN,4,F
Seat,Alhambra,2007,2330,202000,M,4/5,1,85,1896.0,diesel,0,GR,4,0,VAN,4,4x4
Seat,Ibiza,2005,2510,112000,M,4/5,1,74,1390.0,petrol,1,GR,2,0,SM,4,F
Škoda,Octavia,2013,8600,143000,M,4/5,1,110,1968.0,diesel,0,VAR,2,0,SW,5,F
Peugeot,308,2010,5520,107000,M,4/5,1,81,1560.0,diesel,1,VAR,4,0,SW,4,F
BMW,X3,2007,8220,195000,A,4/5,1,210,2993.0,diesel,1,BL,4,0,SUV,4,4x4
Kia,Picanto,2012,3930,117000,M,4/5,1,51,998.0,petrol,0,GR,4,0,SDN,5,F
Ford,Focus,2006,1220,253000,M,4/5,1,100,1997.0,diesel,0,VAR,2,0,SDN,3,F
Nissan,Qashqai,2013,8100,138500,M,4/5,1,96,1598.0,diesel,1,WH,4,0,SUV,5,4x4
Ford,Focus,2006,1170,250000,M,4/5,1,92,1798.0,petrol,1,VAR,2,0,SDN,4,F
BMW,116,2009,3930,171000,M,4/5,1,90,1599.0,petrol,0,GR,2,0,SDN,4,B
Mazda,626,2006,2710,185000,A,4/5,1,108,1999.0,petrol,1,GR,4,0,SDN,4,F
Seat,Ibiza,2006,3550,139000,M,4/5,1,110,1781.0,petrol,1,GR,4,0,SM,4,F
Mazda,2,2003,1900,176000,M,4/5,0,50,1399.0,diesel,1,GR,2,0,HB,3,F
Kia,Ceed,2011,6540,68432,M,4/5,1,92,1591.0,petrol,1,GR,2,0,SW,5,F
Mazda,2,2010,4200,144000,M,4/5,1,63,1349.0,petrol,0,GR,4,0,SM,4,F
Peugeot,5008,2011,7240,99400,M,4/5,1,115,1598.0,petrol,0,BL,4,0,VAN,5,F
Citroen,Xsara,2005,1780,134000,M,4/5,1,81,1560.0,diesel,0,VAR,4,0,VAN,3,F
VW,Polo,2004,1780,165000,M,4/5,1,55,1390.0,petrol,1,BL,2,0,SM,4,F
Mazda,3,2008,5140,118250,M,4/5,1,105,1998.0,diesel,1,BL,4,0,SDN,4,F
VW,Polo,2006,2150,244000,A,4/5,1,55,1390.0,petrol,0,GR,4,0,SM,4,F
Mazda,5,2008,3550,168000,A,4/5,1,107,1999.0,petrol,1,GR,4,0,VAN,4,F
Nissan,Qashqai,2008,5240,181000,A,4/5,1,104,1997.0,petrol,0,GR,3,0,SUV,4,4x4
VW,Polo,2004,1680,196400,M,4/5,1,55,1422.0,diesel,0,VAR,2,0,SM,3,F
Seat,Altea XL,2007,3360,131000,M,4/5,1,118,1798.0,petrol,0,GR,4,0,VAN,4,F
Seat,Ibiza,2006,2520,154000,M,4/5,1,110,1781.0,petrol,1,BL,4,0,SM,4,F
Volvo,S40,2008,4580,170000,M,4/5,1,80,1560.0,diesel,0,BL,4,0,SDN,4,F
Citroen,C4,2008,1730,148622,M,4/5,1,65,1360.0,petrol,1,GR,4,0,SDN,4,F
BMW,320,2007,5230,154222,M,4/5,1,110,1995.0,petrol,0,VAR,2,0,SW,4,B
Peugeot,5008,2012,5420,146000,A,4/5,1,121,1598.0,petrol,1,GR,4,0,VAN,5,F
Seat,Altea,2010,3730,138000,M,4/5,1,118,1798.0,petrol,0,BL,4,0,VAN,5,F
Peugeot,308,2007,4570,84000,M,4/5,1,110,1598.0,petrol,1,VAR,4,0,SDN,4,F
Volvo,C30,2009,5050,141000,M,2/3,1,100,1997.0,diesel,1,BL,4,0,SDN,4,F
Nissan,Qashqai,2014,9430,97000,A,4/5,1,104,1598.0,petrol,0,WH,4,0,SUV,6,4x4
BMW,530,2005,4670,245000,M,4/5,1,170,2993.0,diesel,1,GR,4,0,SW,4,4x4
Nissan,Qashqai+2,2011,7520,174000,M,4/5,1,110,1997.0,diesel,1,BL,4,0,SUV,5,4x4
Ford,Focus,2004,1680,154000,A,4/5,1,109,1560.0,diesel,0,GR,4,0,VAN,3,F
VW,Fox,2006,1780,248000,M,4/5,1,40,1198.0,petrol,0,BL,2,0,SM,4,F
Škoda,Octavia,2010,4390,198000,M,4/5,1,118,1798.0,petrol,0,GR,4,0,SW,5,4x4
Škoda,Octavia,2013,6450,193300,A,4/5,1,125,1968.0,diesel,0,GR,4,0,SW,5,F
VW,Golf 6,2010,7480,73000,M,4/5,1,90,1390.0,petrol,0,BL,4,0,SDN,5,F
Opel,Astra,2006,1810,192600,M,4/5,1,103,1796.0,petrol,0,GR,2,0,SDN,4,F
Škoda,Octavia,2011,6070,198600,M,4/5,1,147,1984.0,petrol,1,BL,4,0,SW,5,F
Audi,A5,2009,8880,197208,M,2/3,1,155,1984.0,petrol,0,GR,4,0,CBR,5,F
Mercedes,E 270,2004,2570,249000,A,4/5,1,130,2685.0,diesel,1,GR,4,0,SDN,3,B
VW,Golf 5,2006,6070,89900,A,4/5,1,85,1598.0,petrol,0,GR,4,0,SDN,4,F
Renault,Captur,2016,12290,32100,A,4/5,1,66,1461.0,diesel,1,GR,4,0,SUV,6,F
Audi,A3,2011,9350,175000,A,4/5,1,147,1984.0,petrol,1,WH,4,0,SDN,5,F
Chevrolet,Matiz,2006,2620,42000,M,4/5,1,49,995.0,petrol,0,BL,4,0,SM,4,F
Audi,A3,2009,6990,192000,A,4/5,1,77,1896.0,diesel,0,GR,4,0,SDN,4,F
Audi,A4,2013,15700,102000,M,4/5,1,130,1968.0,diesel,0,GR,4,0,SDN,5,4x4
Mercedes,B 180,2004,1900,231500,M,4/5,1,80,1992.0,diesel,0,VAR,3,0,SDN,4,F
Chevrolet,Aveo,2006,1340,216000,M,4/5,1,69,1399.0,petrol,0,GR,2,0,SM,4,B
BMW,X1,2012,11210,114000,M,4/5,1,105,1995.0,diesel,0,BL,4,0,SUV,5,4x4
Alfa Romeo,GT,2005,1780,164738,M,4/5,1,122,1970.0,petrol,0,GR,4,0,CP,4,F
Audi,A6,2004,5510,210130,A,4/5,1,165,2967.0,diesel,1,GR,4,0,SDN,4,4x4
Audi,A6,2010,11120,130229,A,4/5,1,140,2698.0,diesel,0,GR,4,0,SW,5,F
VW,Tiguan,2008,5790,192000,M,4/5,1,103,1968.0,diesel,1,BL,4,0,SUV,4,4x4
VW,Golf 6,2010,5890,124000,M,4/5,1,77,1197.0,petrol,0,VAR,4,0,SDN,5,F
Mercedes,GLA,2015,17050,91000,A,4/5,1,100,2143.0,diesel,0,BL,4,0,SUV,6,4x4
Audi,A1,2011,7240,63000,M,2/3,1,77,1598.0,diesel,0,VAR,4,0,SM,5,F
Alfa Romeo,147,2005,3650,95800,M,4/5,1,89,1598.0,petrol,0,VAR,4,0,SDN,3,F
Chevrolet,Spark,2011,2800,170000,M,4/5,1,60,1206.0,petrol,0,WH,4,0,SM,5,F
Škoda,Fabia,2009,4210,97000,M,4/5,1,59,1422.0,diesel,1,GR,4,0,SM,4,F
VW,Touran,2009,4670,168363,M,4/5,1,103,1968.0,diesel,1,GR,4,0,VAN,4,F
Renault,Captur,2013,7760,115000,A,4/5,1,88,1197.0,petrol,1,BL,4,0,SUV,5,F
Chevrolet,Cruze,2013,8230,65000,M,4/5,1,103,1362.0,petrol,0,GR,4,0,SW,5,F
Renault,Clio,2013,3720,88423,M,4/5,1,55,1149.0,petrol,0,BL,4,0,SM,5,F
Alfa Romeo,159,2006,1680,268000,M,4/5,1,185,2198.0,petrol,1,BL,4,0,SDN,4,F
Alfa Romeo,GT,2010,4580,132000,M,4/5,1,110,1910.0,diesel,1,WH,4,0,CP,4,F
Chevrolet,Aveo,2009,3080,106000,M,4/5,1,62,1206.0,petrol,1,BL,4,0,SM,4,F
VW,Polo,2006,3640,129200,M,4/5,1,55,1390.0,petrol,0,BL,2,0,SM,4,F
Škoda,Octavia,2013,5520,168200,M,4/5,1,118,1798.0,petrol,1,WH,4,0,SW,5,4x4
VW,Eos,2007,3460,175000,M,2/3,1,85,1598.0,petrol,0,GR,4,0,CBR,4,F
Renault,Megane,2007,1150,207000,M,4/5,1,96,1870.0,diesel,1,GR,4,0,SW,4,F
Renault,Captur,2013,7430,92300,M,4/5,1,66,898.0,petrol,0,BL,4,0,SUV,6,F
Chevrolet,Epica,2006,4110,174000,M,4/5,1,115,2492.0,petrol,0,VAR,4,0,SDN,4,F
Alfa Romeo,147,2005,1310,140000,M,4/5,1,89,1598.0,petrol,0,GR,4,0,SDN,3,F
Škoda,Fabia,2004,1680,165000,M,4/5,1,55,1422.0,diesel,1,GR,4,0,SM,3,F
Mercedes,A 200,2005,2760,175142,M,4/5,1,103,1992.0,diesel,0,VAR,4,0,SDN,4,F
Škoda,Octavia,2010,5420,121000,A,4/5,1,90,1390.0,petrol,1,GR,4,0,SW,5,F
Audi,A4,2011,13550,92000,A,4/5,1,206,2967.0,diesel,0,GR,4,0,SW,5,4x4
Škoda,Fabia,2004,2430,94000,M,4/5,1,47,1198.0,petrol,0,VAR,2,0,SM,4,F
Mercedes,C 200,2008,6100,200000,A,4/5,1,100,2148.0,diesel,1,GR,4,0,SDN,4,B
Renault,Koleos,2013,6950,133000,A,4/5,1,110,1995.0,diesel,0,BL,4,0,SUV,5,4x4
Audi,A4,2008,4670,313000,M,4/5,1,176,2967.0,diesel,0,BL,4,0,SW,4,4x4
VW,Eos,2009,5610,131000,M,2/3,1,118,1390.0,petrol,0,BL,2,0,CBR,4,F
Škoda,Octavia,2011,3730,148000,M,4/5,1,118,1798.0,petrol,1,BL,4,0,SW,5,4x4
Chevrolet,Spark,2012,2340,130000,M,4/5,1,60,1206.0,petrol,0,BL,4,0,SM,5,F
Renault,Megane,2006,860,245000,M,4/5,1,96,1870.0,diesel,0,WH,3,0,SW,4,F
Mercedes,C 200,2009,6380,230000,A,4/5,1,100,2148.0,diesel,0,GR,4,0,SDN,4,B
VW,Touran,2007,4660,207000,M,4/5,1,103,1968.0,diesel,0,VAR,4,0,VAN,4,F
Alfa Romeo,GT,2005,2710,194000,M,4/5,1,110,1910.0,diesel,1,GR,4,0,CP,3,F
Mercedes,A 150,2005,2380,101000,A,4/5,1,70,1498.0,petrol,1,VAR,3,0,SDN,4,F
Alfa Romeo,147,2007,1960,182671,M,4/5,1,77,1598.0,petrol,1,BL,4,0,SDN,4,F
Audi,A4,2010,9350,184000,M,4/5,1,125,1968.0,diesel,0,VAR,4,0,SW,5,4x4
VW,Golf 4,2006,2710,146641,M,4/5,1,55,1390.0,petrol,1,GR,2,0,SDN,4,F
Škoda,Fabia,2008,2150,280000,M,4/5,1,77,1896.0,diesel,1,GR,4,0,SM,4,F
Hyundai,Getz,2008,2240,129200,M,4/5,1,71,1399.0,petrol,1,GR,2,0,SM,4,F
Audi,Q3,2014,13240,126700,A,4/5,1,110,1395.0,petrol,0,GR,4,0,SUV,6,4x4
Citroen,C3,2004,1580,94000,M,4/5,1,54,1360.0,petrol,0,BL,4,0,VAN,4,F
BMW,118,2012,8320,169000,M,4/5,1,125,1598.0,petrol,1,GR,4,0,SDN,6,B
Audi,Q3,2013,14190,109000,M,4/5,1,103,1968.0,diesel,1,BL,4,0,SUV,5,4x4
Citroen,C4,2007,2330,190935,A,4/5,1,100,1997.0,diesel,1,GR,4,0,SDN,4,F
Audi,A4,2007,6670,140000,M,4/5,1,125,1968.0,diesel,0,GR,4,0,SDN,4,F
Toyota,Avensis,2010,7520,103000,M,4/5,1,108,1798.0,petrol,0,BL,4,0,SDN,5,F
Peugeot,307,2005,1780,200000,M,4/5,1,81,1560.0,diesel,0,VAR,2,0,SW,4,F
Audi,A3,2005,3240,230000,M,2/3,1,103,1968.0,diesel,0,BL,4,0,SDN,4,F
BMW,118,2010,9340,106000,M,2/3,1,105,1995.0,petrol,1,BL,4,0,CBR,5,B
Toyota,Aygo,2008,1620,200000,M,4/5,1,50,998.0,petrol,1,VAR,3,0,SM,4,F
Toyota,Corolla,2005,2480,182000,M,4/5,1,85,1995.0,diesel,0,VAR,1,0,VAN,3,F
BMW,320,2006,3930,196133,M,4/5,1,120,1995.0,diesel,1,BL,4,0,SW,4,B
Hyundai,Getz,2004,1400,195000,M,4/5,1,62,1341.0,petrol,0,VAR,2,0,SM,3,F
Citroen,C1,2009,2150,128000,M,4/5,1,50,998.0,petrol,0,GR,4,0,SM,4,F
Peugeot,207,2006,3090,174200,M,4/5,1,65,1360.0,petrol,1,BL,4,0,SM,4,F
Citroen,C1,2015,4990,86000,M,4/5,1,51,998.0,petrol,0,VAR,4,0,SM,6,F
Peugeot,207,2010,2340,104000,M,4/5,1,70,1397.0,petrol,1,WH,4,0,SW,5,F
Peugeot,206,2005,2800,243000,M,2/3,1,81,1587.0,petrol,0,VAR,4,0,SM,4,F
Audi,A3,2005,1620,224000,A,4/5,1,110,1984.0,petrol,0,GR,3,0,SDN,4,F
Citroen,Xsara,2009,2710,100000,M,4/5,1,81,1587.0,petrol,0,GR,4,0,VAN,4,F
Peugeot,107,2011,2760,105000,M,2/3,1,50,998.0,petrol,1,GR,4,0,SM,5,F
BMW,525,2008,6540,231000,A,4/5,1,145,2993.0,diesel,1,BL,4,0,SW,4,B
Audi,A3,2004,2380,225000,M,2/3,1,103,1968.0,diesel,0,VAR,4,0,SDN,4,F
Peugeot,206,2005,1310,255500,M,4/5,1,65,1360.0,petrol,0,GR,2,0,SM,4,F
Toyota,Auris,2008,4760,75600,M,4/5,1,93,1598.0,petrol,0,GR,4,0,SDN,4,F
Peugeot,107,2007,1400,186000,M,2/3,1,50,998.0,petrol,0,GR,2,0,SM,4,F
BMW,330,2006,8400,198000,M,2/3,1,170,2979.0,petrol,0,GR,4,0,CBR,4,B
Audi,A3,2007,3620,261000,M,4/5,1,103,1968.0,diesel,0,BL,4,0,SDN,4,F
Toyota,RAV4,2007,4330,192000,M,4/5,1,130,2231.0,diesel,1,GR,4,0,SUV,4,4x4
Audi,A3,2007,1900,189000,M,2/3,1,118,1798.0,petrol,0,BL,4,0,SDN,4,F
Citroen,C4,2006,3650,146116,A,4/5,1,81,1560.0,diesel,0,VAR,4,0,SDN,4,F
Citroen,C4,2005,4200,114000,M,2/3,1,100,1997.0,petrol,1,GR,4,0,CP,3,F
Audi,Q3,2012,12285,155000,M,4/5,1,103,1968.0,diesel,1,BL,4,0,SUV,5,4x4
BMW,525,2009,7380,218000,A,4/5,1,145,2993.0,diesel,0,GR,4,0,SDN,4,B
Peugeot,206,2002,1550,270000,M,4/5,0,55,1400.0,LPG,1,VAR,2,0,HB,3,F
VW,Passat,2000,1850,250362,M,4/5,0,85,1896.0,diesel,1,VAR,2,0,SW,3,F
Alfa Romeo,156,2001,600,23456,M,4/5,0,114,1970.0,LPG,0,GR,2,0,SDN,2,F
Opel,Astra,2003,899,250000,M,4/5,0,55,1700.0,diesel,1,VAR,2,0,SW,3,F
Peugeot,308,2016,7300,89000,M,4/5,0,73,1560.0,diesel,1,GR,4,0,SW,6,F
Renault,Espace,2004,2300,240150,M,4/5,0,88,1900.0,diesel,1,VAR,4,0,VAN,4,F
BMW,320,2004,3,263000,M,4/5,0,110,1995.0,diesel,0,GR,2,0,SDN,4,B
VW,Caddy,2005,4650,231000,M,4/5,0,55,1896.0,diesel,0,VAR,3,0,VAN,4,F
Daewoo,Nubira,2000,1250,203500,M,4/5,0,78,1600.0,LPG,0,VAR,2,0,SDN,3,F
VW,Passat,2004,2700,206000,A,4/5,0,96,1896.0,diesel,1,GR,4,0,SW,4,F
Kia,Picanto,2008,2550,80000,M,4/5,0,44,999.0,petrol,1,VAR,2,0,HB,4,F
Seat,Alhambra,2004,2600,250000,A,4/5,0,77,1900.0,diesel,0,WH,4,0,VAN,3,F
Ford,Focus,2001,1190,240000,M,4/5,0,85,1800.0,diesel,0,VAR,4,0,SDN,3,F
Peugeot,207,2007,3200,168200,M,4/5,0,70,1400.0,petrol,1,GR,2,0,SW,4,F
Renault,Megane,2003,2300,245000,M,2/3,0,88,1870.0,diesel,0,BL,2,0,HB,4,F
VW,Bora,2001,2500,245465,M,4/5,0,85,1900.0,diesel,0,GR,4,0,SW,3,4x4
Hyundai,Accent,1999,1000,289000,M,2/3,0,60,1300.0,petrol,1,VAR,2,0,HB,3,F
Audi,Q3,2015,15250,195491,M,4/5,1,88,1968.0,diesel,0,VAR,4,0,SUV,6,F
VW,Golf 4,2006,2250,207000,M,4/5,0,74,1898.0,diesel,0,WH,2,0,HB,4,F
Opel,Crossland X,2019,15900,11500,M,4/5,0,96,1199.0,petrol,0,GR,4,0,SUV,6,F
Peugeot,607,2001,2200,360000,M,4/5,0,116,2230.0,LPG,1,BL,4,0,SDN,3,F
BMW,320,2015,21500,110000,A,4/5,0,135,1995.0,diesel,0,BL,4,0,SDN,5,4x4
Renault,Twingo,2001,1150,178432,M,2/3,0,44,1200.0,petrol,0,VAR,0,0,HB,3,F
Mercedes,A 170,2005,3050,160000,M,4/5,0,85,1689.0,petrol,0,VAR,2,0,HB,4,F
Honda,CR_V,2015,13790,136000,M,4/5,0,88,1597.0,diesel,0,WH,3,0,SUV,5,F
Fiat,Punto,2003,1000,274000,M,2/3,0,44,1900.0,diesel,1,WH,1,0,CP,3,F
Opel,Vivaro,2007,4600,196000,M,4/5,0,86,1986.0,diesel,0,WH,1,0,PU,4,F
Renault,Talisman,2017,15950,152579,A,4/5,0,118,1598.0,diesel,1,BL,4,0,SDN,6,F
Renault,Laguna,2002,850,270000,M,4/5,0,74,1900.0,diesel,0,BL,4,0,SW,3,F
Peugeot,206,2005,1599,140000,M,4/5,0,44,1124.0,petrol,0,GR,2,0,SDN,3,F
VW,Golf 4,2002,2100,212710,M,4/5,0,55,1390.0,petrol,0,VAR,2,0,HB,4,F
VW,Golf 2,1991,1150,299999,M,4/5,0,55,1600.0,diesel,0,BL,0,0,HB,2,F
Citroen,C3,2010,4550,142000,M,4/5,0,50,1380.0,diesel,1,WH,3,0,HB,5,F
Ford,Focus,2005,2750,172000,M,4/5,0,74,1600.0,petrol,1,GR,4,0,SW,4,F
Nissan,Qashqai,2009,5900,173406,M,4/5,0,78,1461.0,diesel,1,VAR,4,0,SUV,4,F
Fiat,Croma,2006,2350,217000,M,4/5,0,110,1900.0,diesel,0,VAR,3,0,HB,3,F
Fiat,Grande Punto,2010,3700,153415,M,4/5,0,55,1248.0,diesel,0,WH,2,0,HB,4,F
Fiat,Panda,2016,9550,16000,M,4/5,0,70,1248.0,diesel,1,VAR,4,0,HB,6,4x4
Renault,Laguna,2007,2800,274000,M,4/5,0,81,1870.0,diesel,1,GR,4,0,SW,4,F
Audi,A4,2015,11400,154000,M,4/5,0,100,1968.0,diesel,0,BL,4,0,SW,6,F
Citroen,C4,2006,2100,197983,M,2/3,0,66,1560.0,diesel,1,VAR,2,0,CP,3,F
Opel,Zafira,2003,2150,172000,M,4/5,0,92,1796.0,LPG,0,BL,4,0,SW,3,F
Peugeot,206,2005,1500,205000,M,2/3,0,50,1400.0,diesel,0,BL,2,0,HB,3,F
Audi,A4,2016,16550,124117,M,4/5,0,110,1968.0,diesel,0,BL,4,0,SDN,6,F
Audi,A4,2006,3300,176000,M,4/5,1,103,2000.0,diesel,0,GR,4,0,SW,4,F
Opel,Combo,1996,700,320145,M,2/3,0,44,1389.0,LPG,0,VAR,0,0,PU,3,F
Opel,Meriva,2005,2800,117000,M,4/5,0,55,1300.0,diesel,0,GR,2,0,VAN,4,F
VW,Golf 4,2005,2500,270000,M,4/5,0,74,1900.0,diesel,0,GR,4,0,SW,3,4x4
Mercedes,A 150,2008,3790,152000,M,4/5,0,70,1498.0,petrol,0,BL,3,0,HB,4,F
