brand,make,year,price,km,cm3
Peugeot,308,2014,6890,183771,1560
Peugeot,307,2002,1900,30001,1998
Renault,R 25,1991,1100,191000,2200
Fiat,Punto,2004,1690,190000,1200
Renault,Kadjar,2017,13250,138494,1461
Opel,Meriva,2005,2350,238000,1700
Ford,Focus,2015,8590,154937,1499
Opel,Vectra,2005,2400,195000,1910
Opel,Antara,2007,6800,197000,2000
VW,Passat,2016,13750,147729,1598
Renault,Scenic,2003,2200,162000,1900
Peugeot,308,2016,8650,143850,1560
VW,Polo,2001,2900,93000,1390
Fiat,500,2009,5500,168000,1188
Ford,Fiesta,2003,1950,207240,1399
Fiat,Grande Punto,2006,2850,198000,1900
Ford,Fiesta,2009,3399,153000,1368
VW,Passat,2008,4450,209000,1968
Ford,Fiesta,2005,1799,106000,1399
VW,Golf 5,2004,3900,190310,1984
Toyota,Corolla Verso,2006,2750,181400,2231
Ford,Focus,2007,2650,190000,1600
Opel,Vectra,2007,4400,274680,1910
Peugeot,3008,2017,16950,154492,1560
VW,Passat,2015,16790,102000,1968
Opel,Vectra,2008,3700,230000,1900
Ford,Focus,2014,7490,138000,1568
Peugeot,207,2007,3300,163282,1397
Peugeot,207,2007,1550,140000,1590
VW,Passat,2004,3590,177236,1896
Opel,Astra,2001,1200,242400,1997
Ford,Ranger,2013,14800,141836,2198
VW,Passat,2013,8400,123243,1598
Renault,Clio,2010,3350,183000,1461
Ford,Ka,2001,1200,56959,1265
Opel,Zafira,2007,3350,171660,2198
Fiat,500,2016,8499,132922,1242
Fiat,Stilo,2002,2000,141000,1596
VW,Golf 5,2008,5400,175589,1390
Peugeot,207,2007,3300,163282,1360
Renault,Kadjar,2015,12290,186768,1461
Ford,Focus,2015,8700,149450,1499
VW,Touran,2007,4799,258295,1896
VW,Passat,2007,3799,210254,1968
Opel,Vectra,1997,1200,218000,1800
Ford,Galaxy,2003,2200,208000,1896
Opel,Astra,2016,8900,134698,1598
Fiat,Stilo,2006,1790,284000,1910
Peugeot,307,2002,1300,226653,1997
Peugeot,207,2007,3300,163282,1360
Peugeot,4008,2014,12999,93937,1560
VW,Passat,2009,6400,205898,1968
Citroen,DS5,2016,11950,169748,1997
VW,Passat,2013,10000,120000,1968
Fiat,Grande Punto,2008,3650,196491,1368
VW,Tiguan,2012,11000,172792,1968
VW,Golf 4,2001,2000,161250,1598
Fiat,Panda,2009,3200,223000,1248
Renault,Clio,2002,1400,159800,1200
Renault,Clio,2008,3000,178399,1598
Renault,Scenic,2005,2490,154000,1598
VW,Touran,2005,4000,205000,2000
Citroen,C2,2005,1690,187000,1400
VW,Amarok,2013,17499,155674,1968
Fiat,Tipo,2016,9500,45000,1400
Ford,Focus,2003,2100,285000,1753
VW,Golf 4,2002,2150,209357,1896
Opel,Insignia,2010,5100,156946,1956
Citroen,C1,2006,2490,146000,1398
Honda,Civic,1990,1200,200000,1400
Opel,Agila,2005,2400,200883,1229
Citroen,DS4,2015,9750,155477,1560
Peugeot,206,2003,1700,80250,1400
Renault,Clio,2003,1050,255120,1500
Fiat,Grande Punto,2006,2900,235000,1910
Renault,Clio,2002,1250,214048,1198
VW,Polo,2001,1750,209000,1390
Peugeot,207,2007,2850,164537,1588
Opel,Astra,2006,2900,207500,1910
Ford,Ranger,2011,9999,177262,2500
VW,Golf 4,2004,2500,194362,1896
VW,Passat,2001,3350,192000,1892
Fiat,Idea,2004,2100,168000,1400
Peugeot,206,2002,1350,137387,1400
Ford,Fiesta,2014,6000,168000,1499
Citroen,C4,2009,3150,226000,1560
Fiat,Punto,2010,3350,212000,1248
VW,Passat,2016,15997,148601,1968
Opel,Astra,2008,2950,188450,1700
Ford,Focus,2012,5990,186000,1560
VW,Passat,2015,15450,152569,1968
Peugeot,308,2009,3350,186598,1560
VW,Touran,2004,3800,297000,1900
Peugeot,307,2005,2900,166933,1600
Fiat,Multipla,2006,2800,132576,1596
VW,Touareg,2011,16000,265000,2967
Peugeot,307,2003,1600,221000,1998
Citroen,Xsara Picasso,2003,1150,300000,1997
Fiat,Punto,2002,1500,220000,1900
Opel,Astra,2017,11999,102467,1598
Renault,Megane,2012,5350,167000,1500
Ford,Focus,2002,1400,220000,1753
Opel,Agila,2008,3500,181000,1248
Renault,Kangoo,2004,1000,290000,1200
Citroen,C4 Picasso,2008,3450,178000,1560
VW,Touran,2016,12490,162570,1598
Peugeot,206,2002,1590,221125,1600
Fiat,Panda,2005,3450,153000,1242
VW,Passat,2006,3900,236000,1996
Renault,Traffic,2010,4950,185000,1995
VW,Passat,2006,3800,213000,1900
Peugeot,307,2005,2700,183000,1398
Renault,Megane,2001,1450,196000,1598
Renault,Scenic,2004,2250,250000,1460
Ford,C Max,2014,7250,175411,1560
Fiat,Croma,2007,3150,211000,1900
Fiat,Punto,2006,1800,210000,1242
Opel,Astra,2010,5150,205500,1686
Peugeot,307,2006,2650,205000,1998
Opel,Astra,2007,3499,200676,1686
Peugeot,206,2005,2050,156000,1400
Renault,Grand Scenic,2004,1650,225000,1900
Renault,Megane,2005,2850,173550,1870
Opel,Meriva,2004,2350,186000,1700
Fiat,Grande Punto,2005,2250,187500,1242
Ford,Kuga,2011,9300,145000,1997
Fiat,Multipla,2008,2000,272000,1900
VW,Golf 5,2006,3399,159979,1390
Ford,Kuga,2015,13790,126926,1997
Renault,Megane,2007,2550,161570,1870
Renault,Scenic,2001,1600,146603,1390
Ford,Mondeo,2008,3500,229498,1753
Peugeot,407,2007,3599,254117,1996
Citroen,C3,2006,1700,165500,1598
Renault,Scenic,2012,7100,191000,1500
VW,Passat,2011,10290,224000,1968
Fiat,Stilo,2004,1850,185000,1368
Opel,Insignia,2016,8498,254334,1598
Renault,Clio,2010,3900,143125,1461
Fiat,Punto,2001,1150,200000,1200
Opel,Astra,2006,3200,180440,1598
Peugeot,307,2004,1890,298000,1587
VW,Polo,2011,5800,159458,1596
Renault,Laguna,2004,2150,174000,1890
VW,Golf plus,2006,4300,226500,1896
VW,Touareg,2004,6000,248801,2461
VW,Golf 4,2003,2200,222000,1998
Peugeot,206,2001,1690,151600,1598
Ford,C Max,2005,2275,215000,1565
VW,Passat,2016,17999,161227,1968
VW,Passat,2016,17999,161227,1968
Ford,Fiesta,2014,5000,93575,1499
Opel,Astra,1998,1000,280000,1598
Fiat,Stilo,2003,1450,236000,1910
Fiat,Ducato,2005,5700,86000,2286
Peugeot,407,2005,2550,217881,1600
Citroen,Xsara Picasso,2003,1750,206000,1997
Opel,Insignia,2009,6599,185055,1956
Renault,Scenic,2014,7190,172429,1461
Opel,Astra,2015,7555,69000,1598
Opel,Insignia,2009,5999,194133,1956
Ford,Focus,2001,1750,160000,1600
Renault,Thalia,2002,1700,135901,1390
Opel,Corsa,2004,2300,153000,1248
Fiat,Stilo,2006,1650,223258,1910
Fiat,Doblo,2001,1500,289455,1242
VW,Passat,2006,4590,263239,1968
Opel,Insignia,2009,5999,193285,1956
Peugeot,508,2013,9600,170000,1589
Opel,Astra,2015,6950,127653,1598
Renault,Laguna,2008,3250,149000,1995
VW,Passat,2003,2600,273000,1896
Opel,Astra,2009,4100,128000,1248
VW,Multivan,2012,16600,217582,1968
Renault,Grand Scenic,2014,7999,151343,1461
VW,T5,2013,8350,245169,1968
Honda,CR_V,2012,9800,222460,2199
Peugeot,5008,2013,7990,176794,1560
Renault,Laguna,2006,2050,175567,1870
VW,Golf 7,2014,10690,157493,1968
Ford,Fiesta,2016,6898,149950,1461
Renault,Megane,2015,7498,173000,1461
Renault,Scenic,2002,1400,264515,1870
Renault,Scenic,2004,2000,188689,1461
Opel,Insignia,2015,11999,130148,1956
Citroen,C3,2010,3350,178000,1360
Renault,Laguna,2007,2500,245000,1900
Peugeot,308,2015,10999,121332,1560
Citroen,C4 Picasso,2016,10550,119672,1560
Ford,Mondeo,2004,1500,180000,2000
Ford,Kuga,2017,17950,97759,1499
Fiat,Grande Punto,2014,5490,129449,1248
Renault,Captur,2014,8798,166000,1461
Renault,Talisman,2016,12990,169402,1461
Renault,Scenic,2002,1800,195000,1900
Opel,Insignia,2009,6899,197500,1998
Ford,C Max,2011,4998,196847,1560
Fiat,Panda,2006,2000,177000,1288
Ford,Kuga,2014,14590,100024,1997
VW,Golf 7,2015,11490,161946,1968
Opel,Meriva,2008,3298,174000,1598
Peugeot,308,2015,10999,121332,1560
Peugeot,206,2001,1600,194000,1997
Opel,Vivaro,2004,4600,270000,1870
Opel,Vectra,2004,2567,170000,1998
Renault,Clio,2006,3200,165000,1149
Renault,Espace,2007,2250,250000,2000
Fiat,Punto,2004,1600,160000,1248
Renault,Clio,2004,1700,178000,1500
Fiat,Punto,2005,1000,215000,1200
Opel,Astra,2015,7300,140000,1598
Renault,Megane,2004,1800,205515,1461
VW,Touran,2005,3550,280000,1996
Renault,Megane,2005,1450,178654,1900
Renault,Megane,2004,3000,210000,1870
Ford,Mondeo,2003,2250,209800,1998
Peugeot,307,2004,2500,196000,1997
Opel,Astra,2015,7600,152000,1598
Fiat,Punto,2002,1200,189300,1242
Opel,Astra,2000,1400,207000,1600
Renault,Laguna,2001,1400,256000,1783
VW,Touran,2011,7750,174000,1598
Peugeot,206,2003,1400,209000,1398
Peugeot,206,2005,2650,137080,1580
Renault,Scenic,2002,1650,240300,1600
VW,Golf 6,2012,6800,230000,1598
Ford,Mondeo,2016,13290,120429,1997
Toyota,Avensis,2013,10999,156135,1998
VW,Passat,2011,7900,244000,1968
Opel,Vectra,2004,2500,195700,1910
Opel,Adam,2014,7400,99000,1400
Peugeot,307,2003,1900,203000,1998
Ford,Mondeo,2015,14990,86458,1997
VW,Passat,2011,7900,244000,1968
Citroen,C4,2016,8950,76670,1560
VW,Touran,2006,4999,204500,1968
Ford,Fiesta,2011,4790,118080,1242
Ford,Focus,2003,1200,209000,1800
Opel,Astra,2005,2600,177000,1600
Peugeot,508,2016,9350,191000,1560
Fiat,Freemonte,2015,15999,119457,1956
Peugeot,407,2004,3150,209000,1997
Fiat,Punto,2000,1700,170000,1800
Toyota,Avensis,2013,10999,156135,1998
Peugeot,307,2005,2900,218000,1587
VW,Passat,2015,14950,149214,1968
VW,Passat,2007,5100,208800,2000
VW,Passat,2011,7950,201000,1968
Peugeot,Partner,2006,3600,180000,1600
Peugeot,508,2015,13950,100924,1997
VW,Passat,2005,4000,260811,2000
Ford,Fiesta,2005,2150,143000,1399
Renault,Megane,2003,2300,243000,1598
VW,Golf 7,2013,9100,211000,1598
Renault,Laguna,2008,4600,200000,1995
Fiat,Punto,2008,1200,174000,1200
VW,Passat,2006,4290,265000,1900
Opel,Astra,2005,3300,211000,1910
Renault,Grand Scenic,2005,1900,186000,1870
VW,Touran,2015,10200,122000,1598
Toyota,RAV4,2007,5490,214519,2231
Ford,C Max,2014,9999,153094,1997
Peugeot,307,2005,2500,170000,1600
VW,Passat,2007,4850,260000,1896
VW,Tiguan,2007,6650,191000,1398
Renault,Scenic,2007,2500,173000,1900
VW,Bora,2002,2600,156000,1896
VW,Golf 3,1997,1700,204052,1986
Ford,Focus,2003,1500,300000,1753
Peugeot,206,2001,1150,212000,1400
Renault,Megane,2009,5300,150000,1598
Fiat,Doblo,2006,1600,294000,1300
VW,Passat,2016,11690,216780,1598
Citroen,C3,2008,2550,136651,1124
VW,Golf 4,2002,1990,246000,1900
VW,Passat,2008,5500,192000,1900
Renault,Scenic,2004,1990,250000,1870
Ford,Fiesta,2006,2350,178000,1399
Citroen,C3,2004,2050,138134,1124
Citroen,C4,2016,7650,159000,1560
Peugeot,207,2006,2370,252600,1567
Peugeot,206,2008,2500,154200,1360
Ford,S_Max,2015,15999,138057,1997
Ford,Mondeo,2016,11990,148360,1997
Ford,Mondeo,2007,2950,192000,1998
VW,Golf 6,2010,6500,166000,1600
VW,Golf 5,2004,4050,265000,1896
VW,Tiguan,2009,10199,143815,1984
Peugeot,207,2010,3850,154000,1360
Fiat,Punto,2010,2200,114000,1242
VW,Golf 5,2008,5000,134000,1986
VW,Passat,2004,3300,185300,1892
Ford,Focus,2006,2799,244500,1560
Ford,S_Max,2015,15999,138057,1997
VW,Passat,2000,2150,255000,1898
VW,Golf 4,2001,2150,226496,1896
Fiat,Punto,2002,1200,193543,1242
Peugeot,508,2015,12950,123955,1997
VW,Golf 6,2012,6550,191000,1598
VW,Passat,2007,4350,168000,1968
Renault,Megane,2004,1700,220000,1500
Renault,Scenic,2002,1600,231375,1840
VW,Polo,2002,1700,242510,1200
Opel,Zafira,2016,10295,145606,1598
VW,Golf 4,2002,1950,277965,1900
VW,Passat,2016,14750,161000,1968
VW,Golf 5,2006,4200,204000,1896
Fiat,Idea,2004,1950,172000,1368
Fiat,Stilo,2002,1450,288000,1900
Citroen,C4,2008,2500,230000,1560
Renault,Scenic,2007,2600,235000,1461
Citroen,Xsara Picasso,2001,1400,213000,2000
Peugeot,406,2001,2300,233000,1997
Opel,Insignia,2012,8499,206411,1956
VW,Polo,2004,1990,247000,1422
Opel,Astra,2003,1720,225000,1995
Opel,Astra,2007,2150,182000,1686
VW,Touran,2006,4690,210115,1968
Peugeot,208,2015,6250,148000,1560
Fiat,Stilo,2005,1500,282000,1910
Peugeot,406,2002,2000,230000,1989
Peugeot,208,2012,5100,166000,1398
Renault,Grand Modus,2008,3200,164000,1149
Opel,Astra,2013,8500,99000,1389
Ford,Focus,2005,2450,196000,1996
Renault,Scenic,2007,3350,225013,1995
VW,Golf 5,2007,4190,203123,1598
Renault,Scenic,2003,2100,201888,1870
Citroen,C4 Picasso,2007,3200,288000,1600
Opel,Meriva,2005,1650,137000,1598
Peugeot,607,2008,4490,241785,1997
Peugeot,107,2006,2200,192000,998
VW,Passat,2007,4350,167000,1968
Opel,Vectra,2001,1400,190000,1800
Renault,Espace,2008,3700,261000,1995
Peugeot,307,2003,2250,235000,1995
Fiat,Punto,2003,1450,170000,1200
Peugeot,407,2005,3700,185120,2000
Opel,Zafira,2014,9800,175000,1598
Opel,Corsa,2003,1690,230000,1198
Renault,Clio,2014,3500,133016,1461
Ford,Focus,2012,6490,147864,1560
Peugeot,3008,2015,9750,210604,1560
Opel,Astra,2015,10999,154226,1956
Opel,Insignia,2016,10990,151897,1956
Renault,Clio,2015,6990,139404,1461
Fiat,Grande Punto,2011,3550,225000,1248
Citroen,C1,2011,3790,113000,998
Opel,Astra,2015,10999,154226,1956
Peugeot,107,2008,2200,140000,998
Fiat,Punto,2004,2050,223000,1300
Fiat,Panda,2006,2200,152000,1242
VW,Golf 6,2010,8900,169000,1968
VW,Golf 5,2007,4490,237400,1896
Opel,Insignia,2015,9199,174358,1956
Opel,Astra,2001,2100,180000,1600
VW,Golf 4,2002,2300,289000,1896
VW,Golf 4,2003,3190,224330,1896
Citroen,C3,2011,5090,168725,1560
Peugeot,206,2001,1650,220000,1100
Citroen,C4 Picasso,2015,7490,172910,1560
Opel,Insignia,2015,9500,145000,1956
Peugeot,206,2005,2190,122922,1398
Ford,Kuga,2015,11590,147089,1997
Opel,Antara,2013,9990,81826,2231
Ford,Focus,2015,8290,143712,1499
VW,Polo,2011,5999,154062,1598
Peugeot,307,2002,1599,280000,1997
Ford,Focus,2014,7350,157707,1560
Ford,Mondeo,2006,2800,172000,1998
Fiat,Bravo,1999,1000,153000,1242
VW,Passat,2015,11990,166242,1968
VW,Golf 4,2003,2990,268839,1896
Renault,Megane,2014,6290,172095,1461
Ford,C Max,2012,6550,172000,1997
Fiat,Panda,2004,2700,202356,1256
Citroen,Berlingo,2015,9200,62108,1598
Renault,Clio,2010,3550,175000,1461
Opel,Astra,2001,2100,180000,1600
Opel,Astra,2014,6950,156351,1598
VW,Passat,2004,2990,238176,1896
VW,Touran,2010,6490,220019,1896
Peugeot,407,2005,2300,205000,1997
VW,Polo,2005,2600,250000,1198
Citroen,C3,2005,2400,147500,1400
Peugeot,206,2005,1720,182600,1124
Opel,Astra,2004,1900,145223,1686
Opel,Corsa,2010,3950,151650,1229
Renault,Megane,2003,1350,173000,1900
Opel,Vectra,2000,1350,187000,2000
Citroen,C3 Picasso,2014,6150,133077,1560
Fiat,Punto,2000,1700,267000,1910
Peugeot,206,2002,1900,143000,1600
Peugeot,207,2007,2850,190000,1560
Citroen,Xsara Picasso,2002,1150,32000,1977
VW,Touran,2008,6500,160000,1968
Honda,Civic,2008,5400,185009,1800
VW,Golf 4,2005,1900,268000,1900
Ford,Connect,2005,2799,220000,1753
Renault,Clio,2014,5400,113045,1461
VW,Passat,2015,17490,72621,1968
Citroen,Xsara Picasso,2009,2690,174178,1560
VW,Tiguan,2009,8100,93000,1968
Ford,Fiesta,2007,2499,143233,1242
Toyota,RAV4,2006,6499,136535,2231
VW,Golf 5,2007,4650,231000,1896
Honda,CR_V,2013,19499,78525,2199
VW,Passat,2015,12500,134376,1598
VW,Golf 4,2002,1550,180200,1896
VW,Touran,2015,15990,86593,1968
VW,Passat,2013,8300,240524,1968
Peugeot,307,2003,1950,267548,1997
VW,Passat,2007,5490,185693,1968
Opel,Meriva,2007,2450,222000,1700
Ford,Mondeo,2017,17590,66546,1498
Toyota,Corolla,2004,2250,192518,1995
Opel,Astra,2017,10890,33941,1399
Citroen,C4 Grand Picasso,2010,2690,280135,1560
VW,Golf 4,2002,2290,177000,1900
Peugeot,208,2015,6650,131000,1560
Renault,Twingo,2012,5500,110000,1150
Opel,Astra,2004,2000,208000,1700
Peugeot,508,2011,5950,229556,1560
Renault,Espace,2001,1500,280000,1998
Opel,Corsa,2007,2950,188500,1200
Citroen,C4 Grand Picasso,2007,3600,228000,1600
Toyota,Avensis,2002,1950,270000,1998
Ford,Fiesta,2007,1450,130000,1400
VW,Golf 3,1993,1100,280000,1900
Fiat,Punto,2005,1850,132400,1242
Honda,CR_V,2010,8000,192000,2199
VW,Passat,2011,7300,297340,1968
Fiat,Stilo,2003,1250,240000,1900
Ford,Mondeo,2001,1500,171000,1998
Opel,Adam,2013,7500,69000,1200
Renault,Megane,2004,1700,230500,1900
VW,Touran,2007,4900,255000,1900
Opel,Astra,2005,3150,161000,1600
Ford,Focus,2002,1499,229500,1753
Fiat,500,2012,9950,122461,1368
Renault,Megane,2004,1950,250000,1900
Opel,Astra,2000,1250,250000,1910
Fiat,Punto,2011,1900,200000,1242
Toyota,Aygo,2006,2100,170000,1000
VW,Touran,2005,3500,218000,1896
VW,Tiguan,2017,18950,156658,1968
VW,New Beetle,2003,3490,171438,1987
Peugeot,407,2005,2780,220000,2000
Toyota,RAV4,2002,3800,187000,1995
Fiat,Ulysse,2002,1599,260000,2200
Citroen,C4,2016,8950,112032,1560
Opel,Vivaro,2007,6000,220000,1900
VW,Golf 5,2004,3500,214000,1968
Renault,Scenic,2000,1550,200000,1600
Opel,Zafira,2001,1900,220995,1600
Opel,Astra,2002,1600,221550,1650
Toyota,Avensis,2016,12650,166370,1998
Peugeot,107,2009,2299,230000,996
VW,Passat,2016,13990,155726,1968
Renault,Kangoo,2006,1900,185000,1200
Renault,Scenic,2006,2750,265000,1426
Ford,Focus,2009,4000,172000,1998
VW,Golf 6,2008,5300,152000,1390
Renault,Espace,2010,3799,249752,1995
Renault,Megane,2008,2600,240000,1461
Opel,Astra,2005,2400,180000,1686
VW,Golf 5,2004,3300,227000,1968
VW,Passat,2006,3999,235000,1986
VW,Passat,2013,8600,159912,1598
VW,Golf 5,2006,3499,114490,1390
Fiat,Grande Punto,2007,2800,213393,1248
Peugeot,207,2011,3999,141946,1397
VW,Polo,2008,2999,118652,1198
Honda,Civic,2008,5500,145000,1799
VW,Touran,2007,4900,237000,1896
Renault,Modus,2005,2150,86740,1149
Renault,Scenic,2004,1599,233000,1461
Opel,Meriva,2007,2990,155231,1600
Renault,Scenic,2004,1200,242000,1598
Opel,Corsa,2005,1650,227583,1229
VW,Golf 5,2009,6100,156964,1390
Renault,Clio,2012,4200,79250,1149
VW,Golf 3,1998,1799,216222,1595
Peugeot,108,2015,9490,42019,998
Fiat,500,2009,7750,135730,1368
Citroen,C5,2007,3350,176000,1560
Fiat,Grande Punto,2007,3199,176286,1300
VW,Sharan,2014,16500,105200,1968
Honda,Civic,2007,4250,154303,2204
Toyota,RAV4,2003,3390,177000,1998
VW,Passat,2016,14490,183984,1968
Peugeot,308,2015,7490,214643,1560
Ford,Kuga,2013,12499,144540,1997
Fiat,Panda,2008,2350,97354,1248
Citroen,C1,2009,3950,98000,1398
Citroen,C5,2003,3000,232000,2197
Opel,Insignia,2014,7990,168467,1956
VW,Jetta,2006,5000,196005,1900
Peugeot,207,2007,3850,157000,1360
Peugeot,207,2010,4000,156000,1360
Fiat,Grande Punto,2006,2400,130000,1242
Opel,Corsa,2012,3200,201700,1248
Citroen,C5,2002,3000,178000,2197
Fiat,500,2008,3850,175000,1242
Peugeot,308,2008,3799,127000,1600
VW,Passat,2003,2800,168296,1896
Ford,Focus,2002,2650,186511,1596
Peugeot,208,2015,6100,154000,1398
Ford,Fiesta,2009,3200,181000,1560
Toyota,Avensis,2004,3600,190000,1995
Ford,Fiesta,2002,1000,185000,1242
Opel,Zafira,2006,3300,240000,1310
Opel,Zafira,2007,2800,163985,1910
Peugeot,407,2008,3850,187000,1600
Peugeot,308,2007,3600,143000,1600
Renault,Grand Scenic,2004,1900,257000,1870
VW,Passat,2003,3000,210000,1900
Peugeot,206,2004,1300,196854,1100
Ford,Focus,2004,2199,206000,1800
Citroen,C5,2003,1700,225000,1998
Renault,Megane,2008,2950,231420,1390
VW,Golf 7,2013,7900,220000,1598
VW,Golf 5,2003,3399,230000,1896
Renault,Laguna,2002,1750,297677,1900
Ford,Focus,2008,4250,172000,1596
Ford,Focus,2004,2199,206000,1800
VW,Passat,2008,3850,243000,1968
Opel,Agila,2004,2000,160000,1248
Opel,Corsa,2009,2850,131700,998
Peugeot,206,2001,1499,290000,1600
VW,Passat,2003,2500,200115,1598
Citroen,C4,2005,2000,250000,1560
Opel,Astra,2012,5750,162000,1686
VW,Touran,2004,3300,229966,1968
VW,Passat,2007,4500,254000,2000
Fiat,Grande Punto,2010,4199,218790,1248
Fiat,Stilo,2003,1550,157800,1800
Opel,Astra,2006,3000,237000,1910
Peugeot,Boxer,2006,2500,151300,1997
VW,Golf 4,2002,2550,198000,1900
VW,Touareg,2004,5970,230000,2461
Peugeot,307,2006,2800,188000,1560
Ford,C Max,2005,2600,132333,1800
Renault,Scenic,2003,2100,200000,1600
Ford,Focus,2006,2350,196000,1560
Peugeot,206,2003,1750,198500,1600
Peugeot,308,2009,4250,231456,1600
Citroen,C4 Aircross,2015,12450,123000,1800
Renault,Laguna,2002,1650,269290,1928
Opel,Insignia,2011,6900,178283,1956
Opel,Astra,2002,1850,228000,1200
Fiat,Stilo,2003,1600,121700,1910
Ford,Mondeo,2001,1650,272354,1998
Opel,Insignia,2014,6500,160350,1956
Opel,Astra,2005,2600,197000,1600
Renault,Laguna,2005,1750,202000,1600
VW,Passat,2003,3000,183000,1896
Renault,Scenic,2004,2000,130000,1900
Citroen,Xsara Picasso,2002,1900,265500,1749
Renault,Laguna,2008,4390,280000,1995
Peugeot,307,2004,2800,180000,1997
Fiat,Stilo,2005,1850,189000,1910
VW,Caddy,2012,6500,145100,1598
Fiat,Grande Punto,2006,2100,116000,1368
Opel,Astra,2002,1850,226000,2000
Fiat,Grande Punto,2007,1800,217678,1248
Opel,Corsa,2010,3700,188041,1229
Renault,Thalia,2011,4250,113710,1149
VW,Touran,2004,3200,193000,1598
Opel,Antara,2007,5750,234000,1991
VW,Touran,2004,3505,267000,1900
Ford,Kuga,2017,16500,39000,1496
VW,Passat,2006,5100,172000,1998
Opel,Meriva,2007,2900,188000,1248
Renault,Laguna,2009,7000,147200,1998
Renault,Megane,2008,2300,194500,1461
Citroen,C2,2005,2200,105000,1100
Ford,Focus C_Max,2005,2600,132333,1800
Renault,Laguna,2007,4750,158000,1998
VW,Passat,2007,4950,235000,1896
Citroen,Xsara Picasso,2005,1600,230000,1600
VW,Golf 3,1997,1050,210000,1780
Opel,Meriva,2007,2690,191000,1248
VW,Polo,2006,3150,187300,1198
Opel,Vectra,2001,1500,270000,1997
VW,Touareg,2008,8399,238000,2500
Renault,Megane,2009,3300,180000,1500
Honda,Accord,2004,4599,218708,1998
Citroen,C4,2008,2890,228540,1560
VW,Passat,2008,4700,190715,1968
Renault,Laguna,2003,1950,145000,1870
Renault,Fluence,2010,5000,177500,1461
Opel,Zafira,2003,2000,210754,1990
Fiat,Stilo,2003,1700,270000,1910
Peugeot,406,2002,1890,245000,1985
Ford,Mondeo,2002,1699,220500,1998
Ford,Fiesta,2005,1850,170000,1242
Renault,Kangoo,2002,2200,198148,1390
Peugeot,207,2007,2450,133000,1360
VW,Polo,2006,2300,203289,1192
Renault,Laguna,2012,5600,213500,1461
Renault,Twingo,2011,3400,76000,1149
VW,Golf 6,2010,7300,186497,1968
Opel,Vectra,2005,1600,161136,1910
Peugeot,407,2004,3300,139000,1997
Fiat,Stilo,2005,1700,147892,1600
Peugeot,206,2002,1050,186576,1360
Renault,Laguna,1997,1000,250000,1793
Renault,Clio,2002,1400,213000,1497
Peugeot,407,2004,3300,139000,1997
Peugeot,Partner,2003,1100,210000,1360
Peugeot,307,2003,1300,220000,1997
Citroen,C3 Pluriel,2009,3300,89647,1360
VW,Passat,2007,4250,182600,1968
Fiat,Stilo,2005,2400,264900,1900
Peugeot,407,2004,3300,139000,2197
VW,Polo,2001,2300,265764,1600
Opel,Agila,2007,1900,183000,1248
Fiat,Idea,2005,1800,219000,1368
Peugeot,307,2003,2200,195500,1998
VW,Caddy,2015,12000,128000,1600
Peugeot,607,2005,3300,250000,2200
Opel,Meriva,2007,3140,155042,1598
Opel,Frontera,2003,4000,183975,2171
Peugeot,306,2000,1300,216000,1868
VW,Polo,2009,2999,210000,1198
Renault,Modus,2008,3100,154450,1461
Citroen,C3,2004,2000,221550,1398
Peugeot,407,2004,3300,139000,2197
Opel,Insignia,2010,6400,180000,1956
Renault,Megane,2008,2550,270000,1461
Opel,Vectra,2001,1150,190240,1998
VW,Golf plus,2006,4250,233000,1896
Opel,Insignia,2010,6000,140000,1996
Ford,Focus,2006,2350,216400,1560
Toyota,Land Cruiser,1995,9900,246000,2980
Renault,Megane,2003,1500,244816,1900
Renault,Clio,2005,3150,168000,1390
Peugeot,307,2007,3000,126469,1600
Opel,Astra,2007,2350,123860,1598
VW,Golf 5,2006,4600,234000,1896
Citroen,C3,2004,2350,216500,1400
Renault,Espace,2003,2290,202230,2188
Ford,Focus,2015,7999,162000,1560
Fiat,Punto,2004,1850,194000,1242
Peugeot,508,2012,7500,118000,1998
Peugeot,308,2011,4500,187000,1560
Fiat,Grande Punto,2008,2350,227400,1368
Opel,Antara,2011,8500,124400,2231
Renault,Talisman,2016,13200,164000,1461
Citroen,C3 Pluriel,2004,2190,237100,1587
Renault,Laguna,2006,1450,250000,2200
Ford,Fiesta,2010,3400,208000,1250
VW,Golf plus,2005,3900,216500,1896
Citroen,Xsara,2004,2050,200000,1995
Fiat,Grande Punto,2006,3000,144730,1300
Citroen,C8,2004,2800,260000,1997
Fiat,Punto,2001,1000,216000,1242
Renault,Megane,2004,1990,203000,1830
Peugeot,3008,2010,6350,210000,1600
Peugeot,307,2005,1850,216000,1400
Opel,Zafira,2001,1850,165400,1997
Fiat,Grande Punto,2008,3300,184000,1248
Opel,Vectra,2006,3499,163760,1910
VW,Passat,2007,3900,226000,1968
Fiat,Seicento,2002,1100,145000,1100
Opel,Meriva,2003,2250,184367,1007
Renault,Scenic,2003,1500,214497,1900
VW,Polo,2011,5700,156227,1598
Opel,Corsa,2011,4200,179000,1200
Renault,Scenic,2000,1100,36000,1600
Ford,Focus,2008,3500,125000,1800
Renault,Laguna,2007,2200,270200,1870
Renault,Megane,2003,1400,223500,1870
VW,Passat,2001,2300,241938,1896
Renault,Laguna,2001,1200,228000,1600
