brand,make,year,price,km,cm3
Opel,Zafira,2007,3550,122751,1910
Renault,Clio,2008,2950,254413,1461
Ford,Focus,2000,1750,240565,1753
Fiat,Ulysse,2009,3350,206390,1997
Opel,Agila,2009,3250,111603,996
Fiat,Stilo,2002,1750,97211,1596
Fiat,Qubo,2009,3850,178685,1248
Opel,Corsa,2008,3350,162602,1248
Renault,Megane,2004,1850,226395,1461
Opel,Meriva,2005,2350,184996,1598
Fiat,Grande Punto,2009,2550,201110,1368
Citroen,Berlingo,2004,2050,139492,1868
Citroen,C3,2006,2490,145998,1360
Renault,Megane,2010,4600,184000,1870
Renault,Megane,2003,2100,172000,1461
Peugeot,206,2003,2000,174000,1587
Opel,Astra,2006,2800,156000,1686
VW,Polo,2005,2700,152000,1198
Citroen,C3,2006,2600,158000,1124
Renault,Megane,2007,2800,191000,1461
Citroen,Xsara Picasso,2007,2700,176000,1560
Renault,Scenic,2007,2900,164000,1461
Fiat,Grande Punto,2006,3000,149000,1248
Ford,C Max,2005,2700,168000,1997
VW,New Beetle,2001,2600,177000,1896
Ford,Focus,2004,2000,166000,1753
Fiat,Bravo,2007,3200,183000,1910
Peugeot,307,2002,2000,175000,1997
Citroen,C5,2005,3000,112000,1997
Opel,Agila,2003,1900,149000,973
Renault,Modus,2004,2500,170000,1461
Citroen,Berlingo,2004,2600,139000,1997
Ford,Focus,2012,5300,173000,1560
Citroen,C4,2005,2600,141000,1560
Fiat,Grande Punto,2008,2700,154000,1368
VW,Golf 4,2002,2700,171000,1896
Citroen,C4 Picasso,2007,4250,202000,1749
Fiat,Panda,2006,2300,185000,1248
Opel,Corsa,2009,3500,143000,1229
Peugeot,207,2008,3100,167000,1360
Fiat,Multipla,2004,2500,164000,1910
Ford,C Max,2006,3000,165000,1560
Toyota,Corolla Verso,2005,3600,194000,1995
Ford,Focus,2005,2800,159000,1560
Fiat,Grande Punto,2008,2750,186090,1368
Ford,Fiesta,2006,2700,113000,1399
Opel,Astra,2006,3000,185000,1686
Peugeot,207,2006,3300,195000,1560
Renault,Megane,2007,2650,124000,1596
Peugeot,206,2004,2250,141000,1400
VW,Fox,2005,1850,180000,1160
Opel,Agila,2012,4100,139000,1248
Citroen,C4 Picasso,2008,4450,162000,1596
Renault,Scenic,2002,1650,185888,1598
Peugeot,106,2003,1550,122044,1100
VW,Polo,2005,1900,171406,1198
Ford,Focus,2004,1950,168900,1753
Peugeot,206,2006,1950,155000,1360
Citroen,C5,2009,5750,158000,1596
VW,Polo,2004,2099,180000,1896
Renault,Espace,2008,3750,189000,1995
Ford,Fusion,2005,2450,177000,1560
Opel,Meriva,2004,1850,190000,1686
VW,Golf plus,2005,4000,182000,1896
VW,Polo,2007,3550,172000,1200
Renault,Laguna,2011,5140,162000,1998
Citroen,Xsara,2001,1750,190000,1600
Renault,Laguna,2009,4020,221501,1998
Fiat,Punto,2002,1300,157000,1124
Opel,Vectra,2006,3750,112000,1796
Peugeot,307,2004,2150,193000,1998
Fiat,Doblo,2006,3560,159000,1248
Citroen,Berlingo,2011,5800,193000,1596
Peugeot,308,2009,4550,157000,1596
Renault,Laguna,2004,1650,181000,1596
Opel,Corsa,2008,4100,144000,1200
Opel,Zafira,2007,3950,176000,1910
Renault,Megane,2003,2750,172000,1600
Ford,C Max,2008,4450,142000,1998
Renault,Modus,2004,1880,188703,1198
Renault,Scenic,2002,1650,178000,1598
Citroen,C4 Picasso,2016,8690,154263,1997
Ford,Kuga,2009,8550,176000,1998
Opel,Corsa,2003,1950,151000,1200
Peugeot,307,2004,2150,178000,1998
Renault,Laguna,2010,3080,220000,2998
Fiat,Punto,2003,1950,147000,1242
Peugeot,307,2004,1899,188255,1998
Opel,Astra,2009,4200,134441,1868
Renault,Megane,2008,3900,171821,1995
Renault,Vel Satis,2003,1750,230000,1998
Peugeot,208,2017,7950,96461,1200
Citroen,Berlingo,2012,5250,155000,1596
Fiat,Punto,2003,1499,167000,1242
Opel,Corsa,2002,1699,160000,1198
Citroen,Jumper,2014,7990,80500,2198
Renault,Megane,2005,2380,178993,1460
VW,Passat,2002,2650,256000,1900
Peugeot,307,2002,2250,159200,1600
Opel,Corsa,2007,3850,189400,1248
Peugeot,207,2011,3650,168000,1360
Renault,Grand Scenic,2010,5450,159000,1500
Opel,Corsa,2006,3250,108000,1289
Fiat,Bravo,2009,4250,166000,1600
Renault,Megane,2005,2499,160000,1870
Toyota,Corolla Verso,2005,3900,187700,1995
VW,Golf 5,2004,4000,173331,1896
Renault,Megane,2011,5200,158657,1461
Citroen,C4,2005,2800,160000,1560
Opel,Antara,2008,6800,181500,1986
Ford,Focus,2016,8250,99435,1499
Opel,Meriva,2009,3500,195529,1364
Fiat,Ducato,2015,9555,124000,2287
Fiat,500,2008,4600,198000,1286
Opel,Astra,2005,2800,186577,1910
Peugeot,3008,2015,9990,134424,1997
Peugeot,308,2007,4100,183827,1560
Ford,Focus,2002,1950,155230,1600
Fiat,Grande Punto,2009,3900,185963,1248
Fiat,Punto,2006,2250,160000,1248
Fiat,Stilo,2003,1800,193000,1900
Renault,Clio,2016,8200,72264,1461
Ford,Focus,2004,1700,184813,1753
Peugeot,308,2007,4150,177000,1560
VW,Sharan,2003,2900,210000,1896
VW,Tiguan,2009,8900,180960,1968
VW,Golf 7,2015,9700,147173,1598
Ford,Focus,2014,6900,167860,1560
VW,Touran,2008,4990,169000,1896
Ford,Focus,2014,6900,155245,1560
Renault,Clio,2016,7350,151895,1461
Renault,Clio,2015,7150,137545,1461
Renault,Megane,2012,6250,140905,1461
VW,Golf 4,2003,2400,201470,1896
Peugeot,308,2016,7950,175495,1560
Peugeot,3008,2016,9950,151532,1560
Opel,Astra,2016,8900,138284,1598
Citroen,Xsara Picasso,2001,1350,236580,1579
Citroen,C4,2016,8800,144353,1560
Fiat,Doblo,2015,7400,128316,1248
Renault,Megane,2015,7650,147365,1461
VW,Passat,2016,14490,145148,1968
VW,Touran,2013,9750,132350,1598
Ford,Focus,2014,6900,166675,1560
Fiat,Doblo,2014,5650,114904,1248
VW,Tiguan,2012,13990,155497,1968
VW,Caddy,2015,7300,149858,1598
Fiat,Doblo,2014,5900,67583,1248
VW,Tiguan,2015,12990,166968,1968
Ford,Fusion,2006,2550,184750,1599
VW,Passat,2006,3999,193134,1968
Opel,Corsa,2008,2950,178000,1248
Fiat,500,2011,5500,124000,1242
Renault,Scenic,2005,1890,182457,1870
Opel,Zafira,2006,3300,241320,1910
Peugeot,307,2004,1850,180000,1998
VW,Passat,2001,2000,181000,1984
Opel,Corsa,2002,1989,128725,1199
Fiat,Doblo,2003,2350,177000,1910
Fiat,Croma,2007,3250,194373,1910
Opel,Zafira,2003,1800,174000,1598
Fiat,Stilo,2003,1450,168000,1595
Opel,Astra,2006,3150,175270,1686
Renault,Laguna,2008,3950,178208,1995
Opel,Astra,2006,2700,238560,1599
Renault,Scenic,2004,1950,215740,1870
VW,Passat,2002,2350,181329,1896
Renault,Modus,2006,2450,156481,1598
Peugeot,307,2005,1899,177000,1560
Toyota,Corolla,2004,2850,156850,1998
Opel,Corsa,2007,3350,152513,1200
Renault,Grand Scenic,2007,2700,215452,1810
VW,Jetta,2013,9490,110552,1598
Citroen,C4 Picasso,2012,5800,168270,1560
Renault,Megane,2005,2000,178000,1461
Renault,Megane,2004,2099,177000,1598
Renault,Grand Scenic,2006,2250,174000,1890
Peugeot,206,2004,1890,158050,1398
Peugeot,206,2003,1799,186287,1598
Fiat,Croma,2008,3200,195200,1910
VW,Golf 5,2004,2950,181235,1598
Fiat,Croma,2007,2600,181420,1910
Peugeot,307,2004,1950,178000,1998
Opel,Astra,2005,2790,180225,1686
VW,Polo,2003,1850,172087,1198
Renault,Megane,2013,6400,222000,1598
Peugeot,307,2003,1750,177000,1596
Peugeot,307,2003,2250,182457,1398
Peugeot,406,2002,1500,194000,1998
Ford,Focus,2005,2450,160000,1997
Renault,Megane,2003,1450,172000,1598
Opel,Zafira,2003,2050,288500,1995
Peugeot,307,2003,1750,178000,1998
Opel,Astra,2001,1550,226500,1700
Peugeot,207,2007,2950,166000,1398
Ford,Mondeo,2003,1750,167900,1998
VW,Golf 6,2011,6690,169128,1598
VW,Passat,2013,12999,189730,1968
Ford,Focus,2001,1500,176000,1596
Opel,Astra,2006,2850,205000,1248
Ford,Kuga,2008,8600,167000,1995
Renault,Grand Espace,2002,3000,281000,1995
Honda,CR_V,2008,7990,176298,2204
VW,Golf 6,2010,6799,142331,1598
VW,Golf 7,2015,12650,155300,1968
Fiat,Idea,2004,2000,196000,1248
VW,New Beetle,2016,15490,61480,1197
Honda,CR_V,2016,18999,75808,1997
Peugeot,407,2004,3250,230500,1560
Peugeot,407,2004,3250,230500,1560
VW,Tiguan,2017,16980,179500,1968
Fiat,Punto,2002,1499,226688,1157
Fiat,Croma,2008,3100,235248,1910
Ford,Connect,2008,3500,90000,1800
VW,Golf 5,2008,6499,153807,1390
Citroen,C5,2002,1650,178000,1998
Peugeot,307,2003,1999,174000,1587
VW,Polo,2001,1650,179000,1896
VW,Golf 5,2004,2550,182106,1898
Peugeot,5008,2013,7290,149563,1997
Opel,Astra,2009,3790,199000,1686
Fiat,Stilo,2002,1100,220000,1589
Renault,Kangoo,2014,4800,92000,1461
VW,Passat,2015,13590,141025,1968
VW,Passat,2003,2400,247000,1900
Citroen,C3,2006,1750,229000,1398
Ford,Fiesta,2015,6000,165000,1499
VW,Golf 4,2002,1550,233000,1390
Ford,Focus,2009,3550,202000,1560
Renault,Thalia,2003,1490,210000,1390
Ford,Fusion,2007,3300,180992,1596
Opel,Astra,2011,6200,236550,1998
VW,Eos,2008,6900,114000,1968
Renault,Megane,2009,4650,190000,1461
VW,Tiguan,2013,11490,187000,1968
Renault,Scenic,2014,9950,166347,1461
VW,Passat,2015,12490,188514,1968
Renault,Scenic,2004,1399,278000,1598
Opel,Corsa,2002,1700,200000,1700
Ford,Mondeo,2015,13290,148538,1997
VW,Passat,2015,12450,155465,1598
Honda,Jazz,2006,2850,169369,1200
Renault,Scenic,2004,3000,175275,1461
Fiat,Croma,2005,2200,200883,1910
Opel,Astra,2002,1750,224500,1688
Ford,Kuga,2009,6890,130000,1997
VW,Passat,2007,4000,160000,1896
Opel,Corsa,2016,6950,67420,1248
Renault,Kangoo,2002,2800,241287,1900
VW,Tiguan,2012,13990,161596,1968
Citroen,DS4,2014,6990,193500,1560
VW,Passat,2001,2850,245000,1900
Fiat,Grande Punto,2011,3400,155000,1248
Opel,Corsa,2007,2830,188645,1248
Opel,Corsa,2002,1750,170000,1700
Opel,Vectra,2007,3450,178936,1900
Opel,Astra,2001,2050,239000,1598
Ford,Mondeo,2011,5650,189369,2000
Opel,Astra,2003,2700,126000,2200
Peugeot,207,2009,3499,177711,1400
Opel,Vectra,2002,2100,222000,1998
Fiat,Tempra,1991,1100,203500,1929
Peugeot,307,2003,1700,181000,1997
Renault,Scenic,2004,1600,186000,1461
Peugeot,308,2008,3350,173521,1598
VW,Tiguan,2008,7500,244434,1998
Opel,Astra,2002,1590,177000,1700
Ford,Focus,2002,1500,162400,1800
Citroen,C4,2006,2600,200200,1360
VW,Passat,2007,5599,295000,1900
Opel,Corsa,2001,1500,144000,998
Renault,Twingo,2008,2690,106000,1149
Fiat,Grande Punto,2005,2300,192000,1200
Fiat,Ulysse,2010,4200,200000,2000
VW,Golf 4,2002,2290,249000,1896
VW,Passat,2007,5100,208800,2000
Fiat,Doblo,2016,6000,118000,1248
Opel,Corsa,2012,4450,179000,1389
Ford,Focus,2006,2350,218000,1800
Fiat,Stilo,2004,1450,264700,1910
Renault,Laguna,2004,1500,230000,1898
Fiat,Palio,2002,1450,183300,1596
Opel,Astra,2004,1690,225000,1995
Peugeot,206,2005,1650,140000,1142
Peugeot,206,2001,1499,230000,1400
VW,Golf 5,2004,3600,300000,1980
Opel,Astra,2004,2850,241189,1686
Fiat,Stilo,2002,1050,212000,1910
Renault,Thalia,2005,1750,142000,1390
Peugeot,307,2005,2350,179500,1560
Peugeot,307,2003,1790,192000,1587
Opel,Corsa,2009,3350,179000,1200
Opel,Astra,2004,2250,195325,1686
Peugeot,206,2002,1050,253334,1400
Opel,Corsa,2007,2500,114976,1248
Citroen,C4,2005,2890,153000,1560
Ford,Fiesta,2007,2790,120000,1299
Peugeot,307,2001,1300,276102,2000
Renault,Kangoo,2002,1900,122000,1598
VW,Golf 6,2009,8750,150666,1984
Renault,Scenic,2008,3200,220000,1870
Ford,Focus,2006,2350,145683,1560
Fiat,Ducato,2014,6999,135000,1956
Renault,Clio,2007,2500,170350,1598
Ford,Fiesta,2003,2100,143000,1400
Peugeot,206,2004,1850,250000,1398
Peugeot,307,2001,1150,211000,1998
Renault,Laguna,2005,1800,277000,1900
Fiat,Stilo,2002,1200,191500,1589
Citroen,C4,2007,2500,275390,1560
Renault,Laguna,2008,2990,202673,1995
Citroen,C4,2007,2600,223000,1360
VW,Sharan,2011,9900,158069,1968
Ford,Transit,1992,1250,210000,2500
Opel,Zafira,2006,2950,220000,1910
Opel,Astra,2006,3190,194409,1910
Renault,Clio,2002,1300,203569,1486
Ford,Focus,2009,3950,177000,1560
Peugeot,307,2002,1750,177734,1998
Opel,Astra,2001,1750,246123,1700
Renault,Megane,2005,1600,216123,1500
Fiat,Punto,2011,2300,78162,1242
Renault,Clio,2014,4250,149000,1461
Citroen,C4 Grand Picasso,2016,10390,189343,1997
Renault,Scenic,2003,1580,210000,1500
VW,Polo,2005,2290,176711,1198
Ford,Fusion,2003,1550,240000,1390
VW,Golf 4,2001,1800,232128,1984
Opel,Astra,2015,8999,56947,1364
Peugeot,206,2004,2100,192334,1592
Fiat,Freemonte,2015,15999,119457,1956
Renault,Megane,2003,1450,230000,1870
Fiat,Stilo,2002,1399,230000,1596
VW,Polo,2002,1850,210000,1896
Peugeot,307,2004,2050,176206,1598
Opel,Mokka,2016,11990,121951,1598
Opel,Agila,2008,3550,166000,1200
Citroen,C4 Grand Picasso,2007,2450,245719,1560
Fiat,Doblo,2008,3950,170000,1910
Opel,Insignia,2017,17999,127586,1956
VW,Touran,2016,10990,165853,1598
Opel,Corsa,2013,5800,81795,1229
VW,Passat,2011,7999,223414,1968
VW,Golf 6,2010,5800,163000,1400
VW,New Beetle,2007,4990,96700,1300
Ford,Mondeo,2013,8990,217862,1997
Fiat,Stilo,2003,1550,186000,1596
VW,Golf 3,1995,1099,157000,1598
Fiat,Stilo,2003,1800,198000,1900
Fiat,500,2011,4670,96366,1242
VW,Passat,2004,2900,252000,1896
Citroen,C4 Grand Picasso,2007,3150,172000,1560
Citroen,C5,2001,1180,179000,1800
Ford,Focus,2001,1700,144000,1600
Peugeot,207,2006,3300,130540,1360
Fiat,Punto,2002,1500,250000,1900
Ford,Focus,2002,1350,275000,1800
VW,Golf 6,2009,5850,168000,1390
Opel,Insignia,2015,15999,64520,1956
Ford,Focus,2004,1750,190000,1754
VW,Eos,2007,6500,241100,1968
Peugeot,208,2016,6990,80000,1598
VW,Touran,2005,3190,175000,1896
Citroen,Nemo,2011,4500,138416,1248
Peugeot,3008,2011,6800,169076,1598
Ford,Focus,2008,3100,223900,1600
Renault,Scenic,2015,6300,200000,1498
Ford,Transit,2007,4000,200000,2200
Peugeot,207,2011,3800,174476,1600
Fiat,Stilo,2005,2250,237346,1876
Citroen,C4 Aircross,2014,8498,100659,1590
Peugeot,207,2007,2850,204804,1398
Toyota,Yaris,2003,1550,180000,1389
Peugeot,307,2004,2200,193500,1998
Ford,Fiesta,2012,4700,92000,1242
Peugeot,307,2002,2190,190056,1998
Renault,Clio,2003,1350,183000,1149
Fiat,Seicento,2003,1300,180000,1100
Peugeot,206,2001,1500,260000,2000
Opel,Corsa,2002,1300,264000,1700
Renault,Captur,2017,10250,202000,1498
VW,Sharan,2005,5100,221356,1896
Renault,Twingo,2009,3099,91366,1461
Toyota,Yaris,2008,3499,155000,1000
Renault,Laguna,2001,1299,216000,1897
Toyota,Yaris,2001,1950,275000,1300
Peugeot,206,2004,1890,193492,1398
Toyota,RAV4,2004,4350,196000,1995
Fiat,Stilo,2003,1550,175000,1900
VW,Passat,2008,5400,281000,1986
VW,Golf 5,2004,2950,201875,1400
Citroen,C5,2009,4500,294700,1600
Opel,Astra,2001,2100,241000,1698
Opel,Zafira,2003,1600,200000,1995
Fiat,500,2014,7200,77000,1289
Renault,Megane,2010,4850,103000,1600
Renault,Kadjar,2017,13950,171000,1498
VW,Passat,2009,4990,202549,1998
Fiat,Doblo,2005,2650,204000,1910
Ford,Focus,2007,3000,222000,1596
Renault,Megane,2004,1550,180000,1890
Citroen,Berlingo,2011,2399,188745,1560
Fiat,Multipla,2005,2200,183011,1600
Renault,Scenic,2000,1150,229945,1870
Renault,Megane,2005,2900,150000,2000
Peugeot,308,2007,3750,221321,1600
Peugeot,307,2005,2350,272000,1600
VW,Scirocco,2008,6799,160988,1390
Opel,Corsa,2004,1800,196000,1199
Citroen,Berlingo,2010,1699,296054,1560
Fiat,Grande Punto,2006,2650,210000,1400
Peugeot,306,2001,1100,190000,1986
Peugeot,307,2004,1499,218000,1997
Toyota,Corolla Verso,2002,2190,270123,1998
Opel,Antara,2013,10699,130525,2231
Ford,B Max,2014,7499,58272,998
VW,Passat,2007,4850,235123,1900
VW,Sharan,2006,4499,209527,2792
Toyota,RAV4,2013,14500,90060,2231
VW,Passat,2001,2490,181000,1940
VW,Tiguan,2012,10900,198000,1968
VW,Passat,2015,12990,116648,1968
Ford,Mondeo,2016,11990,134000,1997
Renault,Laguna,2006,1499,225000,1870
VW,Passat,2016,12690,174444,1968
Peugeot,308,2015,7990,144000,1560
Ford,Focus,2001,1350,247000,1800
VW,Touran,2008,6800,196000,1968
Ford,Focus C_Max,2016,11599,169282,1997
Ford,Fusion,2008,3650,122781,1399
Peugeot,308,2016,8790,185168,1997
VW,Golf 5,2008,3650,234000,1896
VW,Polo,2008,3600,101486,1200
VW,Passat,2004,2999,208000,1900
VW,Golf 5,2005,3300,199650,1895
VW,Passat,2015,12990,177900,1968
Honda,Jazz,2004,2990,144229,1339
Renault,Scenic,2002,1400,180000,1390
Peugeot,308,2015,8490,89000,1560
VW,Passat,2016,13990,144121,1968
Opel,Insignia,2015,9950,164162,1956
Ford,Mondeo,2015,12990,115000,1997
VW,Golf 4,2000,1950,225000,1896
VW,Touran,2016,11990,177000,1598
VW,Passat,2016,15650,105520,1598
VW,Golf 7,2015,15990,103300,1968
Opel,Astra,2005,3200,203617,1686
Renault,Kangoo,2009,1990,194000,1500
Fiat,Freemonte,2011,8800,177436,1956
Citroen,C4,2016,8650,123042,1560
VW,Passat,2008,3790,210000,1868
Ford,Focus,2004,1600,163000,1400
Fiat,Bravo,2008,3600,217000,1600
Peugeot,RCZ,2012,10500,74000,1598
Renault,Scenic,2012,4400,175000,1461
VW,Passat,2013,9300,186408,1598
Peugeot,407,2005,2600,226000,1600
Fiat,Grande Punto,2008,3100,195540,1300
VW,Golf 7,2015,15990,110550,1968
Citroen,C3,2005,1699,215000,1199
Renault,Modus,2011,3499,240000,1500
Fiat,500,2011,5500,124000,1242
Citroen,C3,2014,4900,151000,1398
VW,Passat,2013,9999,207000,1599
VW,Passat,2012,8199,220000,1989
Peugeot,3008,2010,5799,202000,1600
Renault,Scenic,2006,2600,224000,1988
VW,Golf 6,2009,5490,193176,1390
Renault,Megane,2001,1350,275000,1870
Opel,Astra,2005,2999,175000,1698
Opel,Corsa,2007,2990,180000,1258
Opel,Corsa,2000,1250,150000,1000
Fiat,Stilo,2004,1600,158000,1910
Ford,Galaxy,2009,5390,195000,1986
Renault,Scenic,2006,1690,181000,1900
Peugeot,407,2005,3300,195000,1600
Peugeot,206,2001,1399,220000,1100
VW,Golf 5,2007,4090,225000,1896
Opel,Astra,2011,4990,185000,1686
Fiat,Ulysse,2003,2850,223000,1997
Opel,Astra,1999,1000,267000,1389
Renault,Laguna,2001,1050,255566,1899
Fiat,Seicento,2003,1000,170000,1100
VW,Golf 6,2010,6300,185752,1598
Peugeot,308,2015,9650,94700,1560
Opel,Meriva,2007,2950,192000,1248
Opel,Corsa,2016,5890,172991,1248
Opel,Astra,2000,1800,171000,1700
VW,Touran,2009,4990,200000,1896
Opel,Corsa,2008,2900,220000,1200
Renault,Megane,2004,1600,198000,1900
VW,Polo,2011,5190,200000,1598
Renault,Kangoo,2008,2500,272800,1461
Ford,C Max,2010,3990,175000,1560
Fiat,Grande Punto,2006,2700,232000,1900
Toyota,Yaris,2002,1800,217897,998
VW,Passat,2006,4350,233000,1598
Renault,Laguna,2002,1500,200000,1783
Renault,Clio,2002,1499,152000,1149
VW,Polo,2015,10199,30120,1197
Fiat,Idea,2005,2500,215000,1248
Fiat,Punto,2003,1600,150000,1242
Opel,Astra,2017,13500,64504,1598
VW,Passat,2016,16850,184300,1968
Renault,Clio,2002,1100,212000,1461
VW,Passat,2010,8499,165998,1390
Opel,Astra,2004,2250,129000,1598
Fiat,Panda,2007,2199,218000,1100
Renault,Modus,2006,2350,157000,1461
Ford,Kuga,2015,13490,111000,1997
Citroen,C3,2010,4500,169000,1397
VW,Touareg,2009,8990,97846,2461
VW,Polo,2001,1690,225063,1390
VW,Tiguan,2014,17990,108650,1968
Renault,Megane,2004,2200,138000,1600
VW,Passat,2008,5450,234000,1896
VW,Polo,2004,2190,160000,1422
Ford,Focus,2015,7498,191302,1499
VW,Passat,2003,2500,260000,1896
Ford,Fiesta,2009,3890,189801,1399
Ford,Fiesta,2002,1650,173000,1400
Fiat,500,2016,9850,43700,1242
Opel,Corsa,2004,1950,133857,1248
Peugeot,308,2014,9200,58323,1199
Peugeot,407,2006,2690,160000,1997
VW,LT,2000,4600,239519,2461
Fiat,Idea,2007,2450,136000,1368
VW,Sharan,2015,14990,153045,1968
Peugeot,3008,2016,10350,145157,1560
Renault,Clio,2006,1500,166000,1461
Fiat,Bravo,2008,3350,205000,1910
Peugeot,508,2015,15500,97000,1997
Fiat,Bravo,2008,2699,180000,1896
VW,Touran,2008,4690,209000,1896
Peugeot,207,2008,2950,166000,1370
Renault,Megane,2010,4250,194000,1461
VW,Golf 7,2017,11790,151670,1598
Peugeot,308,2008,3790,197000,1560
VW,Golf 7,2016,10300,141694,1598
Fiat,Doblo,2008,3990,151632,1248
Peugeot,307,2003,1890,216000,1997
Ford,Mondeo,2016,10990,143544,1499
Peugeot,307,2007,2650,299900,1600
Citroen,C4,2016,8950,111766,1560
Citroen,Xsara Picasso,2004,1850,212000,1997
Ford,C Max,2018,16490,41325,1499
Honda,Civic,2006,4790,204000,1339
Opel,Corsa,2010,3400,182000,998
Opel,Meriva,2006,2590,176000,1598
VW,Passat,2016,15900,91032,1968
Ford,S_Max,2015,13490,203881,1997
VW,Golf 7,2015,9990,188708,1968
Fiat,Idea,2004,2150,122000,2004
Opel,Astra,2006,2500,188000,1589
VW,Polo,2012,6190,160646,1199
Opel,Astra,2004,2899,209021,1686
Citroen,C4,2005,2490,194000,1360
Peugeot,206,2004,1990,134000,1398
Renault,Scenic,2015,8490,150316,1598
Citroen,C4,2011,2990,200000,1600
VW,Passat,2001,2850,244000,1896
Renault,Clio,2006,2450,134000,1149
Opel,Insignia,2011,6800,198000,1956
Opel,Corsa,2002,1450,170000,1200
Peugeot,207,2006,2600,155000,1560
Ford,Focus,2011,4990,174000,1560
VW,Golf 4,2001,2250,230000,1600
Citroen,C3,2005,1850,138000,1124
Citroen,C3,2006,1990,175000,1398
Opel,Astra,2005,2699,216000,1700
Fiat,500,2016,8499,132922,1242
Renault,Clio,2002,1600,240000,1390
Citroen,C5,2006,3300,180000,1996
Peugeot,308,2009,3800,200000,1600
Citroen,C4,2011,2990,200000,1600
Opel,Corsa,2007,3100,121000,1229
VW,Passat,2011,10900,77431,1968
VW,Scirocco,2009,7290,170035,1390
VW,Golf 4,1998,1550,284700,1400
Fiat,Grande Punto,2006,2300,138000,1368
Opel,Astra,2001,1550,250000,1995
VW,Golf 6,2013,8550,201637,1598
Ford,Focus,2004,1520,221000,1800
Opel,Astra,2001,1350,198000,1995
Opel,Zafira,2005,3001,212000,1910
Toyota,RAV4,2010,10700,129500,1987
Toyota,Yaris,2008,3260,159300,1798
VW,Golf 5,2006,2800,230000,1400
Renault,Megane,2004,1800,215250,1870
VW,Sharan,2008,5520,209700,1781
Opel,Meriva,2005,2399,162000,1686
Opel,Meriva,2007,2490,150000,1686
Citroen,DS5,2015,13240,124800,1997
VW,Passat,2010,6450,148000,1798
Renault,Laguna,2006,2150,252350,1870
VW,Sharan,2005,4580,202000,2792
Fiat,Punto,2001,1050,186504,1242
Citroen,DS3,2011,6000,42900,1598
Renault,Captur,2016,9350,132540,1461
Peugeot,206,2002,1700,145500,1124
VW,Golf 5,2004,3500,282153,1896
Ford,Fiesta,2009,3450,199983,1399
Toyota,RAV4,2006,5610,178000,2231
VW,Polo,2003,2400,183368,1390
Citroen,DS4,2014,8570,105200,1560
Ford,Focus,2012,5690,168000,1560
Toyota,Verso,2014,8300,89000,1598
Renault,Megane,2014,7010,83300,1461
Renault,Clio,2001,1350,290000,1200
VW,Passat,2004,2700,205000,1896
Peugeot,2008,2016,10950,164659,1560
Citroen,C5,2008,4250,221563,1560
VW,Sharan,2004,4580,175000,1896
Renault,Laguna,2002,1750,213000,1900
Ford,Focus,2001,1650,178000,1600
Citroen,C4 Grand Picasso,2007,3000,250000,1600
Ford,Focus,2005,2550,128795,1760
Peugeot,308,2012,4760,87960,1598
Peugeot,308,2010,2050,198000,1598
Ford,Fusion,2003,2000,168537,1600
Toyota,RAV4,2003,4500,186543,1995
Renault,Captur,2016,9650,145410,1461
VW,Tiguan,2008,8990,183454,1968
Ford,C Max,2007,3300,160267,1560
Opel,Meriva,2010,4800,173446,1248
Peugeot,208,2015,6800,130677,1560
Ford,C Max,2006,3250,165178,1760
Opel,Insignia,2011,7150,157369,1956
Peugeot,308,2016,9250,152162,1560
Ford,Fiesta,2015,5990,111230,1242
VW,Passat,1999,2300,230523,1896
Opel,Zafira,2017,19500,35895,1956
Fiat,Punto,2008,2450,158645,1248
Renault,Kadjar,2015,11950,145723,1461
Fiat,Grande Punto,2011,3600,204303,1248
Citroen,C4 Grand Picasso,2007,3500,161304,2000
Renault,Grand Scenic,2014,7990,197555,1461
Renault,Grand Scenic,2008,3350,168746,1870
VW,Caddy,2002,1650,269000,1896
Renault,Scenic,2003,2300,183554,1900
Opel,Meriva,2003,2600,243891,1686
VW,Golf 4,2003,2550,183554,1896
Opel,Astra,2017,11900,34395,1399
Ford,Focus,2016,7950,106525,1499
Renault,Megane,2013,6650,102600,1461
Renault,Captur,2016,9990,114781,1461
Opel,Astra,2017,13750,30707,1598
VW,Touran,2003,3350,195221,1896
Fiat,Ducato,2002,4850,264267,2300
Opel,Agila,2003,2000,167554,1300
Opel,Corsa,2010,4100,166000,1229
Opel,Astra,2006,2400,195497,1598
Fiat,500L,2013,5990,162364,1248
Fiat,Idea,2004,2250,138675,1910
Opel,Astra,2018,14900,30707,1598
Fiat,Bravo,2008,3300,171764,1596
Opel,Astra,2018,14900,31740,1598
VW,Polo,2002,2000,140852,1000
Fiat,Grande Punto,2012,4350,165473,1248
Peugeot,508,2014,8520,91000,1598
Ford,Fiesta,2003,1890,148000,1388
Peugeot,508,2015,9700,183158,1560
VW,Passat,2005,4890,134333,1984
Renault,Clio,2009,3080,108650,1149
Peugeot,508,2013,9430,62000,1598
Opel,Corsa,2002,1850,130000,1200
Fiat,Panda,2013,6200,46000,875
Toyota,Corolla Verso,2004,4200,198000,1794
Fiat,Bravo,2008,3650,175700,1910
Citroen,C3,2010,4650,92200,1360
Renault,Megane,2011,5510,80700,1397
Renault,Megane,2009,5750,156000,1598
Renault,Megane,2015,7940,79000,1461
Opel,Astra,2009,4850,132000,1598
